HighSchool	AICode	NumberOfTestTakers	SATCriticalReadingMean	SATMathMean	SATWritingMean	SATIINumberOfTestTakers SATIITotalTestsTaken	APNumberOfTestTakers APTotalTestsTaken APNumberOfHighScores	PSATSophomoreNumberOfTestTakers	PSATSophomoreCriticalReadingMean	PSATSophomoreMathMean	PSATSophomoreWritingSkillsMean	PSATJuniorNumberOfTestTakers PSATJuniorCriticalReadingMean	PSATJuniorMathMean	PSATJuniorWritingSkillsMean
New Horizons Alternative High School	480877	10	367	324	326	1	1	0	0	-	0	-	-	-	0	-	-	-
New Market Skills Center	481442	7	573	540	494	0	0	27	29	14	0	-	-	-	2	-	-	-
New Start at Salmon Creek Program	481147	0	-	-	-	0	0	0	0	-	12	31.0	34.1	30.0	7	34.3	38.7	31.7
Newport High School	480071	323	583	606	569	109	282	807	1964	1448	155	54.0	55.9	51.8	411	53.1	56.7	50.6
Newport High School	480795	23	514	527	496	1	2	24	30	14	13	50.0	52.6	48.6	22	46.6	51.1	45.6
Nooksack Valley High School	480796	38	514	506	477	1	2	31	39	18	13	43.4	49.5	42.5	37	46.1	48.2	44.4
North Beach High School	480715	14	499	494	455	0	0	18	18	0	13	41.6	43.2	35.5	18	43.6	47.3	40.2
North Central High School	481275	139	498	491	478	6	20	310	622	239	286	41.0	43.1	38.6	169	44.9	47.8	42.3
North Kitsap High School	480920	141	535	533	506	8	21	177	268	187	37	50.3	53.1	46.9	123	51.8	53.8	47.3
North Mason High School	480063	69	514	505	496	6	14	52	60	19	4	-	-	-	39	46.6	47.3	44.2
North River High School	480120	2	-	-	-	0	0	0	0	-	4	-	-	-	1	-	-	-
North Thurston High School	480570	122	502	522	486	12	28	151	214	123	18	52.6	53.4	47.9	91	52.1	53.4	48.9
Northport High School	480800	2	-	-	-	0	0	22	23	3	11	37.0	42.5	33.7	6	43.7	47.7	35.7
Nova Project	481129	24	613	535	567	5	10	3	3	-	41	53.0	47.0	48.9	58	53.6	47.4	50.2
Oak Harbor High School	480810	150	511	514	481	5	14	143	217	95	20	51.1	50.8	47.0	134	48.2	49.7	45.0
Oakesdale High School	480805	4	-	-	-	0	0	1	1	-	8	49.4	53.8	48.4	1	-	-	-
Oakland Alternative High School	481392	0	-	-	-	0	0	1	2	-	0	-	-	-	0	-	-	-
Oakville High School	480815	1	-	-	-	0	0	0	0	-	0	-	-	-	3	-	-	-
Ocosta Junior-Senior High School	481537	11	501	548	475	0	0	20	20	7	11	44.2	50.6	41.6	15	48.3	55.7	43.8
Odessa High School	480820	13	508	540	497	0	0	0	0	-	10	43.6	49.2	43.8	0	-	-	-
Odyssey Essential School at Tyee Educational Complex	481036	16	375	389	367	0	0	0	0	-	11	38.1	39.6	32.3	44	33.1	35.9	32.2
Okanogan High School	480825	27	436	433	421	0	0	3	3	-	1	-	-	-	24	45.6	48.5	45.3
Oliver M. Hazen High School	480987	147	520	542	495	11	27	107	202	129	32	48.2	53.4	46.1	93	50.4	54.0	47.6
Olympia High School	480835	285	565	576	537	72	183	336	583	458	57	58.1	57.7	54.4	209	56.3	56.6	52.7
Olympia Regional Learning Academy	480838	3	-	-	-	0	0	1	4	-	0	-	-	-	0	-	-	-
Olympic High School	481197	114	522	528	485	6	14	121	194	132	54	46.9	51.6	43.3	101	48.1	52.1	44.9
Omak Senior High School	480840	47	470	455	433	0	0	14	14	3	15	45.0	46.1	40.3	25	49.8	51.0	48.0
Onalaska High School	480845	9	504	492	457	2	5	7	10	1	0	-	-	-	15	48.5	48.1	42.9
Orcas Island High School	480320	24	596	546	569	7	17	39	48	30	0	-	-	-	26	51.5	54.2	49.5
Oroville High School	480850	22	462	497	465	2	6	0	0	-	42	41.2	42.5	37.4	3	-	-	-
Orting High School	480855	27	500	491	477	4	11	34	41	11	7	52.0	56.1	47.1	30	49.8	49.7	47.3
Othello High School	480860	52	452	476	440	1	3	37	46	15	24	41.1	44.3	40.9	56	37.4	41.1	37.0
Pasco High School	480875	150	457	471	451	3	9	504	800	220	48	41.2	43.0	39.6	54	45.2	46.9	42.3
Pateros High School	480880	11	442	408	427	0	0	0	0	-	24	40.2	47.2	36.9	14	49.4	50.1	46.9
Pe Ell High School	480885	10	519	505	526	0	0	1	1	-	7	45.0	47.4	41.4	5	49.0	52.8	45.0
Peninsula High School	480420	148	533	520	501	17	39	264	453	248	127	45.1	45.1	42.5	129	49.5	49.6	46.1
Pomeroy High School	480895	20	514	522	478	0	0	0	0	-	6	46.0	47.5	43.5	9	53.7	55.4	46.6
Port Angeles High School	480900	97	554	540	522	8	18	74	92	66	22	50.3	52.0	48.1	68	55.6	56.1	52.0
Port Townsend High School	480915	79	548	526	537	7	16	35	35	21	6	52.3	55.5	49.8	32	55.5	56.3	54.6
Prairie High School	481476	123	528	541	495	8	20	62	89	70	11	48.0	50.9	46.0	58	51.1	54.2	47.2
Prescott High School	480925	5	586	490	538	0	0	0	0	-	13	38.7	41.5	32.8	16	35.4	41.0	34.3
Prosser Senior High School	480930	80	465	480	459	1	1	68	85	50	71	46.2	49.4	43.1	81	44.4	49.8	42.8
Pullman High School	480935	102	583	604	554	21	51	96	169	119	64	53.3	58.0	50.5	100	54.2	57.3	52.6
Puyallup Senior High School	480940	228	493	497	476	12	31	107	163	109	13	46.8	49.8	43.8	103	49.8	52.7	47.3
Quilcene High School	480945	9	502	486	464	0	0	0	0	-	2	-	-	-	6	48.5	46.8	47.0
Quincy High School	480955	26	454	506	434	1	3	6	7	0	5	41.2	48.8	44.4	52	42.0	44.9	39.8
Rainier Beach High School	481137	55	398	419	371	1	3	39	53	6	57	28.7	31.5	30.5	76	34.4	37.4	34.1
Rainier High School	480960	27	495	471	481	0	0	22	59	24	8	45.1	42.8	44.1	26	49.0	49.1	46.3
Raymond High School	480970	8	469	484	488	1	3	1	1	-	33	38.5	37.3	36.5	0	-	-	-
Reardan High School	480975	12	477	486	488	1	3	1	1	-	4	-	-	-	23	49.7	50.1	42.4
Redmond High School	480978	324	566	590	561	72	188	407	851	715	216	53.5	55.9	50.5	277	54.1	56.8	52.2
Renaissance High School	480107	2	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Renton High School	480990	104	442	448	431	2	4	52	76	29	13	49.1	53.8	46.5	30	43.4	45.2	41.1
Republic High School	480995	14	491	499	519	0	0	6	6	1	27	41.2	43.4	40.3	1	-	-	-
Richland High School	481000	203	541	563	520	13	42	202	303	232	97	51.4	55.4	48.7	124	52.0	54.8	48.7
Ridgefield High School	481005	75	531	530	510	3	9	62	90	28	22	48.3	47.5	41.9	43	48.4	49.0	44.1
Ritzville High School	481010	18	505	509	463	0	0	0	0	-	0	-	-	-	15	42.3	46.5	41.1
River Homelink	480097	14	591	556	582	2	4	0	0	-	2	-	-	-	10	52.5	54.1	50.1
River Ridge High School	480574	97	463	479	451	6	17	118	195	86	22	46.7	48.5	42.5	74	49.5	50.9	46.9
River View High School	480530	27	406	445	371	1	2	8	11	3	75	37.2	41.8	34.2	23	42.3	47.1	38.3
River's Edge High School	481004	3	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Riverside High School	480705	55	504	521	476	1	2	30	50	19	7	51.9	53.0	48.6	100	43.8	46.4	38.8
Robert A. Long High School	480625	41	520	525	500	0	0	14	16	0	10	45.2	51.6	45.8	61	47.7	48.3	44.1
Robinswood Middle High School	480074	2	-	-	-	0	0	0	0	-	1	-	-	-	25	37.6	37.9	34.4
Rochester High School	481020	21	503	521	472	0	0	2	2	-	1	-	-	-	31	41.5	44.3	41.1
Roosevelt High School	481140	245	568	585	563	79	182	549	820	535	360	49.8	51.7	47.5	344	52.1	53.9	49.8
Rosalia High School	481030	11	528	539	512	0	0	0	0	-	0	-	-	-	10	50.6	52.6	41.2
Royal High School	481033	32	474	478	467	1	3	31	35	8	0	-	-	-	35	45.9	48.9	43.3
Saint John/Endicott High School	481035	14	492	510	464	0	0	10	10	2	8	47.1	52.3	43.4	7	44.4	50.3	45.4
Sammamish High School	480072	157	556	566	542	39	99	479	1108	436	36	48.9	50.9	47.4	241	45.0	47.3	43.5
Scriber Lake High School	480654	1	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Secondary Alternative School	480109	1	-	-	-	1	2	0	0	-	0	-	-	-	0	-	-	-
Sedro Woolley High School	481175	76	498	524	476	7	18	77	107	62	70	47.0	48.4	42.8	35	47.7	50.3	44.2
Sehome High School	480083	140	574	576	552	29	71	256	431	291	66	55.4	56.8	49.9	108	55.6	56.6	52.3
Selah High School	481180	74	484	506	470	2	6	38	38	14	1	-	-	-	70	46.2	50.3	43.9
Selkirk Junior-Senior High School	480495	7	454	481	457	0	0	5	5	2	28	36.7	42.1	35.3	17	44.8	48.6	43.8
Sequim High School	481185	96	542	563	524	12	34	58	70	44	7	56.6	57.7	54.3	45	50.8	52.5	46.9
Shadle Park High School	481282	116	521	543	509	2	6	138	246	145	2	-	-	-	229	45.1	48.4	42.0
Shelton High School	481190	68	509	514	507	2	3	0	0	-	1	-	-	-	47	51.1	52.1	47.4
Shorecrest High School	481163	194	542	542	525	27	61	285	434	327	13	49.7	49.2	47.2	163	51.6	52.3	48.9
Shorewood High School	481166	240	546	560	524	43	100	248	482	321	42	53.7	54.2	49.3	211	51.8	52.2	49.2
Sky Valley Educationa Center	480726	11	626	548	571	0	0	0	0	-	8	53.9	48.6	52.8	13	54.6	48.3	48.2
Skykomish High School	481205	2	-	-	-	0	0	0	0	-	6	46.2	41.2	41.8	8	34.6	42.1	37.6
Skyline High School	480501	337	576	589	558	80	198	21	28	15	39	54.8	60.2	52.7	221	55.1	57.7	52.0
Skyview High School	481489	183	513	526	496	12	28	191	383	245	59	50.5	50.8	47.4	125	51.4	53.9	49.1
Snohomish Senior High School	481210	241	536	541	518	17	41	83	138	101	19	51.8	52.1	47.4	106	52.3	51.3	47.9
Soap Lake High School	481212	9	468	471	506	0	0	0	0	-	23	37.5	42.0	36.9	29	40.1	44.1	38.1
South Bend High School	481220	14	501	527	514	0	0	4	4	-	18	43.6	47.0	42.2	22	47.1	48.8	43.7
South Kitsap High School	480910	242	510	511	489	5	11	170	296	178	55	48.1	50.4	46.3	177	52.6	53.3	49.7
South Lake High School	481134	0	-	-	-	0	0	0	0	-	12	26.8	27.8	28.4	6	35.0	37.8	30.7
South Sound High School	480567	1	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
South Whidbey High School	480595	98	545	525	516	12	29	80	88	50	23	48.4	45.9	43.4	48	49.4	51.0	46.5
Southridge High School	480531	101	490	515	460	2	5	108	162	62	41	50.2	53.3	48.5	84	50.3	53.8	47.3
Spanaway Lake High School	481227	74	498	497	472	5	17	194	255	63	106	44.5	45.7	42.8	90	46.0	46.5	43.6
Spokane Valley High School	481296	11	465	475	450	0	0	0	0	-	1	-	-	-	19	42.1	41.8	39.5
Sprague High School	481307	6	527	512	443	0	0	0	0	-	0	-	-	-	0	-	-	-
Squalicum High School	480091	132	528	547	513	13	31	157	277	205	41	41.0	44.2	38.8	270	45.8	48.2	43.4
Stadium High School	481395	234	523	510	502	17	43	102	158	104	66	52.6	52.7	49.9	116	53.6	53.1	51.7
Stanton Academy	481623	1	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Stanwood High School	481315	184	530	527	500	10	25	162	263	168	14	53.3	53.1	49.1	76	54.2	56.4	50.4
Steilacoom Senior High School	481325	68	498	509	493	3	7	50	99	43	33	49.0	48.8	44.1	45	47.9	49.0	45.6
Stevenson High School	481330	30	487	513	475	2	6	9	9	7	2	-	-	-	14	45.5	50.5	46.3
Sultan Senior High School	481335	45	513	540	483	0	0	11	11	1	8	42.3	48.5	41.8	38	49.7	51.1	45.2
Summit K-12 School	481168	8	508	449	471	1	3	1	1	-	32	37.1	37.5	36.3	30	45.6	41.3	42.9
Summit View High School	480059	3	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Sumner High School	481345	128	510	511	492	2	6	0	0	-	27	51.1	53.5	49.7	263	45.9	46.9	43.3
Sunnyside Senior High School	481350	102	410	413	402	5	13	135	200	28	3	-	-	-	28	44.4	47.7	43.7
Tacoma School of The Arts	481399	71	569	500	532	11	25	0	0	-	39	52.1	48.9	48.0	89	51.1	46.9	48.4
Tahoma Senior High School	480665	218	548	556	525	7	14	375	624	432	89	49.7	54.0	48.6	149	50.8	53.8	47.4
Technology Engineering and Communications School	481141	4	-	-	-	0	0	20	32	5	2	-	-	-	46	37.3	39.1	35.8
Tekoa High School	481405	8	510	530	480	0	0	6	6	1	1	-	-	-	6	47.8	51.8	43.3
Tenino High School	481410	16	509	528	465	0	0	3	6	-	8	51.4	51.3	49.6	37	46.9	47.3	41.3
Thomas Jefferson High School	480058	215	521	548	505	31	74	131	136	77	333	41.2	46.5	39.9	198	51.4	55.3	49.7
Tiger Mountain Community High School	480503	1	-	-	-	1	2	0	0	-	0	-	-	-	5	40.8	38.0	37.4
Timberline High School	480572	113	503	503	495	6	17	250	381	184	76	48.0	47.6	45.1	105	50.3	50.6	47.4
Todd Beamer High School	480401	162	495	512	492	22	56	274	507	95	342	39.6	43.5	38.2	84	47.8	48.7	43.7
Toledo High School	481420	22	499	507	459	0	0	6	6	0	9	47.3	51.1	43.0	15	49.7	48.7	42.9
Tonasket High School	481425	52	433	446	421	1	3	26	45	10	21	45.5	47.8	43.4	22	44.9	48.4	42.0
Toppenish High School	481430	60	423	448	408	0	0	30	34	2	159	33.3	35.7	32.6	66	39.4	41.3	37.2
Touchet High School	481435	19	405	428	412	0	0	14	14	3	0	-	-	-	18	38.8	43.9	37.5
Toutle Lake High School	481438	9	572	542	523	0	0	0	0	-	2	-	-	-	12	53.3	54.2	50.9
Transition School Early Entrance	481174	1	-	-	-	0	0	0	0	-	1	-	-	-	0	-	-	-
Trout Lake High School	481440	7	620	607	556	0	0	8	9	6	7	48.6	49.4	44.7	10	49.5	52.7	45.1
Tulalip Heritage School	481441	0	-	-	-	0	0	0	0	-	6	31.5	37.7	35.0	1	-	-	-
Tumwater High School	481443	98	532	541	516	6	17	134	189	106	4	-	-	-	37	53.0	52.6	50.4
Union High School	480139	120	519	538	499	8	21	365	640	432	28	52.2	56.3	47.8	34	52.4	55.7	48.5
University High School	481297	135	538	543	510	10	29	164	268	168	379	40.9	43.6	38.1	67	49.5	55.1	46.3
Vancouver School for Arts and Academics	481480	43	598	561	567	4	10	44	75	54	17	55.6	52.6	52.5	31	55.6	52.8	53.6
Vashon Island High School	480135	99	567	557	550	21	47	13	20	14	32	52.7	54.2	49.8	88	54.3	56.0	52.0
W. F. West High School	480175	75	506	527	481	6	15	20	28	14	7	52.3	55.6	47.9	69	47.3	52.7	47.2
Wahkiakum High School	480165	17	481	480	481	0	0	8	8	5	32	40.1	42.1	39.2	12	42.7	43.1	39.2
Wahluke High School	480783	17	429	439	430	2	6	46	54	6	0	-	-	-	38	36.7	41.3	35.7
Waitsburg High School	481485	14	489	488	462	0	0	15	25	10	0	-	-	-	32	44.1	47.9	40.0
Walla Walla High School	481503	145	526	534	504	10	28	177	306	176	30	49.9	53.2	46.5	141	48.1	49.2	45.4
Wapato Senior High School	481505	39	400	430	392	0	0	30	38	21	30	42.7	46.3	40.9	43	39.6	45.1	39.2
Warden High School	481510	29	395	426	390	1	2	0	0	-	10	40.4	46.0	40.8	29	37.9	43.3	38.4
Washington High School	481402	66	488	482	453	5	15	93	174	57	44	40.7	41.8	39.3	47	45.7	47.7	42.3
Washington State School for the Blind	481482	0	-	-	-	0	0	3	5	-	0	-	-	-	2	-	-	-
Washington Virtual Academy	480311	0	-	-	-	0	0	0	0	-	1	-	-	-	2	-	-	-
Washougal High School	481515	65	519	512	498	3	6	78	110	41	190	41.2	43.5	39.4	29	48.1	50.8	46.0
Washtucna High School	481520	0	-	-	-	0	0	4	4	-	5	45.2	51.4	48.2	1	-	-	-
Waterville Junior-Senior High School	481525	10	526	503	498	1	3	2	2	-	16	41.4	41.6	37.8	23	42.9	43.0	38.9
Weatherwax (Aberdeen) High School	480000	57	488	502	469	2	6	13	13	3	0	-	-	-	43	48.5	51.1	46.9
Wellpinit High School	481530	1	-	-	-	0	0	6	8	0	9	39.0	42.0	33.0	10	33.9	44.0	32.8
Wenatchee High School	481535	205	529	529	504	19	52	177	268	167	16	49.1	51.6	46.2	103	52.4	55.2	49.5
West Seattle High School	481165	144	484	480	473	8	18	146	274	72	232	39.3	42.1	37.5	250	41.7	43.9	39.3
West Valley High School	480710	72	488	520	466	2	5	127	135	43	8	46.6	44.9	42.8	179	43.2	48.1	40.8
West Valley High School	481625	142	520	518	504	5	13	40	47	32	3	-	-	-	92	49.6	50.7	48.1
Whidbey Island Academy Shared School	480596	3	-	-	-	0	0	0	0	-	0	-	-	-	1	-	-	-
White Pass High School	480965	9	513	531	478	0	0	19	24	11	36	42.5	43.1	37.5	9	47.3	53.6	46.4
White River High School	480125	89	523	526	495	4	12	175	235	109	6	50.2	44.8	46.3	89	48.7	50.7	44.9
White Swan High School	481550	6	492	502	477	1	2	0	0	-	3	-	-	-	19	32.0	38.6	34.4
Wilbur High School	481555	7	477	460	439	1	3	0	0	-	9	41.6	46.6	40.6	0	-	-	-
Willapa Valley High School	480695	13	431	410	438	0	0	0	0	-	15	41.2	45.5	37.3	14	42.8	48.4	44.8
Wilson Creek High School	481560	1	-	-	-	0	0	0	0	-	11	46.1	49.6	44.2	10	40.9	50.8	40.9
Winlock High School	481575	19	485	487	457	0	0	0	0	-	2	-	-	-	11	44.6	47.8	43.5
Wishkah Valley High School	480010	5	490	492	518	0	0	1	1	-	3	-	-	-	3	-	-	-
Wishram High School	481590	0	-	-	-	0	0	0	0	-	3	-	-	-	4	-	-	-
Woodinville High School	481598	251	559	574	537	34	85	276	429	330	46	53.0	53.6	48.7	210	54.1	56.6	51.3
Woodland High School	481600	50	496	499	470	0	0	36	52	20	24	45.4	49.3	42.8	45	47.4	49.2	44.0
Woodrow Wilson High School	481403	67	478	493	480	4	11	47	63	28	22	45.8	44.7	42.5	28	47.8	48.2	45.9
Yakima Online	481618	4	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Yelm High School	481630	127	501	500	475	3	9	86	114	62	20	43.5	47.0	41.3	105	46.3	49.0	43.1
Zillah High School	481635	11	522	547	494	1	3	0	0	-	0	-	-	-	13	52.9	54.0	51.8 
