HighSchool	AICode	NumberOfTestTakers	SATCriticalReadingMean	SATMathMean	SATWritingMean	SATIINumberOfTestTakers SATIITotalTestsTaken	APNumberOfTestTakers APTotalTestsTaken APNumberOfHighScores	PSATSophomoreNumberOfTestTakers	PSATSophomoreCriticalReadingMean	PSATSophomoreMathMean	PSATSophomoreWritingSkillsMean	PSATJuniorNumberOfTestTakers PSATJuniorCriticalReadingMean	PSATJuniorMathMean	PSATJuniorWritingSkillsMean
Columbia Basin Alternative High School	480737	1	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Columbia High School	480128	13	480	459	472	0	0	2	2	-	7	48.1	48.9	48.0	8	42.8	49.1	42.5
Columbia High School	480480	6	452	458	423	0	0	0	0	-	0	-	-	-	15	43.7	47.5	40.2
Columbia High School	481540	30	515	502	487	0	0	26	34	17	38	47.1	51.3	45.6	36	49.8	50.9	45.5
Columbia River High School	481460	175	544	554	530	20	48	29	37	22	70	51.5	53.3	49.5	128	52.7	53.5	50.1
Colville High School	480235	77	518	516	480	1	2	0	0	-	5	51.4	52.2	50.0	19	54.3	56.3	50.6
Concrete High School	480240	16	503	523	488	0	0	0	0	-	1	-	-	-	11	49.4	50.4	41.5
Connell High School	480245	42	442	474	444	1	2	30	49	20	16	41.6	44.6	40.9	53	42.9	47.2	39.2
Contract Based Education	481236	3	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Coupeville High School	480260	34	522	531	506	3	8	4	4	-	23	45.6	49.3	43.6	48	50.6	52.5	46.9
Crescent High School	480505	4	-	-	-	0	0	1	1	-	0	-	-	-	1	-	-	-
Creston High School	480270	2	-	-	-	0	0	0	0	-	3	-	-	-	11	44.1	45.0	41.2
Curlew High School	480275	6	555	518	545	1	2	17	19	9	11	46.3	40.9	40.7	13	50.9	46.6	47.3
Curtis Senior High School	481382	206	537	544	527	34	94	203	391	272	54	50.9	53.1	47.8	77	53.3	53.3	49.5
Cusick High School	480280	10	523	502	512	0	0	20	28	6	5	47.2	52.0	49.6	6	50.3	49.3	45.3
Darrington High School	480285	3	-	-	-	0	0	7	13	5	10	52.1	52.7	44.6	7	46.9	47.6	44.3
Davenport High School	480290	17	486	495	482	4	10	26	37	6	0	-	-	-	0	-	-	-
Dayton High School	480295	30	495	485	474	4	12	20	32	1	38	39.9	41.9	37.5	28	42.3	42.9	40.0
Decatur High School	480395	130	505	516	486	13	35	227	342	109	280	40.5	43.2	38.9	110	46.9	51.2	46.7
Deer Park High School	480300	58	491	501	465	1	3	0	0	-	33	50.1	52.5	45.8	109	42.7	46.6	39.0
Dwight D. Eisenhower High School	481603	126	499	500	482	6	15	88	155	69	0	-	-	-	52	49.7	50.2	47.1
E B Walker High School	480936	4	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Eagle Harbor High School	480096	11	603	555	558	2	5	18	30	23	5	57.4	50.8	48.4	9	59.1	57.1	57.8
East Valley High School	480760	62	469	470	455	0	0	14	14	1	47	39.2	40.0	38.6	55	45.9	46.4	42.5
East Valley High School	481238	80	506	524	484	1	3	99	153	45	38	49.4	49.3	47.5	27	45.9	48.0	44.9
Eastlake High School	480548	312	547	557	547	44	113	281	461	343	13	54.4	58.5	52.1	329	51.1	53.1	49.5
Eastmont High School	480332	131	487	499	473	1	1	86	133	76	94	43.0	47.4	39.7	113	47.7	49.7	45.0
Easton High School	480315	2	-	-	-	0	0	0	0	-	6	35.5	42.3	38.7	0	-	-	-
Eatonville High School	480335	61	506	500	481	1	3	32	40	5	15	49.7	45.9	45.8	41	48.7	50.6	45.5
Edmonds Cyber School	480657	11	549	504	536	0	0	0	0	-	8	50.1	46.6	50.1	7	53.0	53.1	51.9
Edmonds-Woodway High School	480344	229	550	553	539	40	101	76	81	59	89	53.1	57.8	50.9	200	52.3	54.0	49.6
Ellensburg High School	480350	68	542	549	517	4	11	57	79	54	13	52.2	52.2	48.6	68	51.2	54.0	49.8
Elma High School	480355	35	483	500	441	1	3	11	11	1	11	46.3	48.6	41.5	16	49.3	50.4	46.1
Emerald Ridge High School	481222	190	514	509	495	14	38	349	555	255	67	44.2	46.1	40.9	138	50.3	50.6	47.2
Enrichment Cooperative	481294	8	571	495	505	0	0	0	0	-	0	-	-	-	1	-	-	-
Entiat High School	480370	11	513	479	488	0	0	0	0	-	12	41.3	41.9	38.8	18	41.4	42.2	36.5
Enumclaw High School	480375	160	503	493	472	5	10	188	260	91	4	-	-	-	107	49.6	50.1	45.4
Ephrata Senior High School	480380	43	488	502	472	0	0	1	1	-	20	49.5	51.5	46.6	43	45.5	48.7	44.0
Everett Alternative High School	480390	3	-	-	-	0	0	0	0	-	0	-	-	-	4	-	-	-
Everett High School	480385	115	515	528	499	9	23	56	78	33	45	44.8	46.0	39.8	69	51.2	53.2	48.1
Evergreen High School	481066	41	430	458	417	0	0	0	0	-	0	-	-	-	0	-	-	-
Evergreen High School	481465	88	513	506	487	7	18	165	276	139	12	47.7	52.0	44.8	20	55.3	53.9	50.7
Explorations High School	480086	0	-	-	-	0	0	1	3	-	3	-	-	-	9	52.2	52.1	49.9
Family Learning Center	480982	13	625	598	591	3	8	0	0	-	0	-	-	-	1	-	-	-
Federal Way High School	480397	128	474	465	458	10	24	196	294	50	259	38.6	42.2	38.1	53	48.8	49.6	47.4
Federal Way Public Academy	480406	3	-	-	-	0	0	0	0	-	17	55.1	54.9	49.5	1	-	-	-
Ferndale High School	480400	123	522	530	494	10	23	101	182	117	62	51.7	53.7	48.9	112	51.7	54.4	49.1
Fife Senior High School	481375	85	503	507	487	6	15	38	43	24	7	51.1	51.7	47.0	51	50.0	51.8	47.3
Forks High School	480405	15	515	507	482	0	0	5	5	2	6	42.3	44.8	41.8	3	-	-	-
Fort Vancouver High School	481470	77	451	452	429	2	6	48	68	27	14	42.9	42.1	39.6	80	42.4	44.6	40.5
Foster High School	481075	73	437	458	437	3	8	45	61	9	165	33.5	36.0	33.6	156	36.9	40.7	36.3
Franklin High School	481080	143	446	471	422	14	34	76	90	25	273	34.3	37.8	34.7	260	38.4	42.0	38.3
Franklin Pierce High School	481380	63	482	486	457	5	16	76	122	60	21	43.7	48.0	40.6	52	46.4	48.1	43.6
Freeman High School	480408	40	515	519	490	2	6	47	71	48	8	54.8	48.1	47.1	23	49.9	48.7	45.4
Friday Harbor High School	480410	35	521	528	510	7	11	108	173	126	72	46.4	49.9	43.3	62	50.8	52.7	47.1
Garfield High School	481115	289	573	572	554	116	298	541	900	672	419	48.8	50.9	46.8	360	51.8	53.2	49.7
Garfield-Palouse High School	480870	26	467	478	459	1	3	0	0	-	15	52.9	51.5	50.8	29	47.0	48.8	45.8
Gates High School	481381	1	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Gig Harbor High School	480421	232	540	532	520	28	73	245	416	228	21	56.1	53.3	51.6	116	52.4	52.5	49.1
Glacier Peak High School	481211	0	-	-	-	0	0	35	49	33	43	49.9	52.8	47.4	124	50.1	55.0	47.6
Glenwood High School	480425	2	-	-	-	0	0	0	0	-	2	-	-	-	6	41.2	44.5	42.3
Global Connections High School at Tyee Educational Com	481037	18	443	448	437	0	0	69	92	7	15	38.7	44.5	39.0	58	35.9	38.7	35.8
Goldendale High School	480430	22	512	525	492	0	0	1	1	-	0	-	-	-	31	45.0	48.5	42.6
Governor J. R. Rogers High School	480938	232	507	512	492	19	56	203	345	218	45	49.7	50.4	46.1	151	47.9	49.1	45.5
Graham-Kapowsin High School	480442	108	493	484	471	5	12	353	472	116	94	46.1	47.2	43.9	145	47.1	48.9	45.0
Grandview High School	480440	53	436	456	430	0	0	124	171	25	10	47.2	45.0	40.0	44	42.5	44.8	40.8
Granger High School	480445	16	441	457	438	0	0	14	14	0	0	-	-	-	86	32.7	35.4	34.0
Granite Falls High School	480450	34	527	524	500	0	0	46	46	22	10	57.1	55.0	50.1	34	50.8	49.7	48.4
Hanford High School	481002	185	541	559	513	28	77	223	415	280	35	56.1	62.1	55.8	141	53.5	56.2	50.5
Harbor High School	480001	2	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Harrington High School	480460	1	-	-	-	0	0	1	1	-	10	46.2	48.7	47.5	4	-	-	-
Harry S Truman High School	480394	5	404	380	380	0	0	1	1	-	21	35.5	34.2	34.7	19	38.5	39.0	36.9
Havermale High School	481240	3	-	-	-	0	0	0	0	-	6	44.8	41.3	39.3	62	36.1	36.4	33.6
Hayes Freedom High School	480146	3	-	-	-	1	3	0	0	-	0	-	-	-	0	-	-	-
Health Science and Human Services School	481149	19	428	479	439	1	3	15	28	5	14	40.6	42.6	38.4	60	39.5	43.1	37.8
Henderson B High School	480422	1	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Henry Foss High School	481383	135	481	471	457	14	40	22	22	4	36	46.6	46.2	43.6	72	45.0	47.1	44.0
Henry M. Jackson High School	480711	257	516	538	509	36	86	284	384	271	109	50.9	50.6	47.9	161	49.8	53.7	49.2
Heritage High School	481492	128	480	495	473	5	14	183	255	95	22	45.2	51.1	43.0	93	44.5	46.5	42.5
High Praise Education	480626	1	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
High School Options	480088	0	-	-	-	0	0	0	0	-	2	-	-	-	3	-	-	-
Highland High School	480265	30	440	475	439	0	0	1	3	-	5	42.8	47.2	41.2	14	42.2	48.3	38.6
Highline CHOICE Academy	480133	0	-	-	-	0	0	0	0	-	3	-	-	-	3	-	-	-
Highline High School	481090	108	477	474	455	1	2	98	132	33	2	-	-	-	223	38.9	41.3	37.6
Hillside Student Community	480697	1	-	-	-	1	3	0	0	-	1	-	-	-	3	-	-	-
Hockinson High School	480118	96	546	549	529	8	21	76	155	97	31	51.2	53.3	50.1	58	50.1	53.0	46.8
Home Link High School Diploma Program	480127	7	663	521	629	2	4	0	0	-	3	-	-	-	2	-	-	-
Home School Networks	480098	17	553	537	495	1	3	0	0	-	0	-	-	-	3	-	-	-
HomeConnection (Oak Harbor)	480808	1	-	-	-	0	0	4	4	-	15	49.1	48.1	47.0	1	-	-	-
Homeschool Resource Center	481103	9	604	577	554	1	1	0	0	-	0	-	-	-	0	-	-	-
Hoquiam High School	480475	26	513	529	496	1	2	70	96	15	38	43.9	45.1	41.8	57	45.5	45.5	41.9
Hudson's Bay High School	481475	61	503	491	501	2	4	37	61	26	26	46.8	47.7	45.2	43	51.0	50.6	47.0
Ilwaco High School	480485	30	469	498	449	0	0	33	49	7	55	43.6	45.0	41.3	39	41.5	44.0	39.6
Inchelium School	480490	0	-	-	-	0	0	12	12	0	12	30.8	39.3	31.3	10	34.2	41.7	31.0
Indian Heritage Middle College High School	481111	1	-	-	-	0	0	0	0	-	0	-	-	-	0	-	-	-
Inglemoor High School	480101	373	558	589	543	61	146	87	90	30	15	56.7	59.9	51.8	379	53.9	56.9	50.4
Ingraham High School	481112	131	530	534	510	24	62	2	2	-	192	40.1	42.7	38.5	185	42.3	44.6	41.2
Insight School of Washington	480129	28	515	466	481	1	2	0	0	-	0	-	-	-	7	58.0	54.7	51.7
Interagency Academy	481089	1	-	-	-	0	0	0	0	-	24	32.8	33.0	31.6	35	34.8	35.9	33.7
Interlake High School	480069	138	546	551	532	31	81	508	958	692	89	53.3	53.5	50.5	251	51.9	53.7	49.8
International Community School	480552	48	653	655	656	32	74	99	253	222	34	59.8	60.5	55.5	46	64.1	65.2	61.0
International School	480068	63	624	640	610	22	51	193	408	287	52	57.1	57.9	55.7	60	58.6	61.0	56.5
Issaquah High School	480500	326	555	580	545	64	153	328	623	519	13	57.2	57.2	52.7	271	55.1	57.0	53.1
Jenkins High School	480190	46	498	508	458	1	2	46	70	29	2	-	-	-	31	51.2	50.1	46.8
Joel E. Ferris High School	481258	200	533	538	513	14	36	243	469	280	79	50.5	50.9	47.2	260	46.9	48.7	44.2
John R. Rogers High School	481260	55	483	469	446	1	2	137	268	48	289	36.9	39.7	34.3	164	41.0	43.4	37.5
Juanita High School	480543	185	558	579	546	28	77	216	431	312	116	51.1	55.3	50.1	168	53.1	56.6	50.6
Kahlotus High School	480510	3	-	-	-	0	0	0	0	-	4	-	-	-	7	50.3	51.3	46.9
Kalama Senior High School	480515	27	509	510	470	0	0	4	4	-	18	45.5	46.4	41.3	21	48.4	53.2	46.5
Kamiak High School	480758	302	556	594	547	61	173	408	798	630	63	53.6	56.9	51.4	252	53.5	56.1	51.6
Kamiakin High School	480524	149	522	552	506	8	24	265	495	342	394	41.1	45.0	39.8	386	45.8	48.8	43.5
Kelso High School	480520	89	524	503	513	5	16	73	107	81	20	48.5	50.9	46.5	40	49.9	50.4	47.0
Kennewick High School	480525	134	487	505	474	4	9	0	0	-	33	49.6	53.4	49.7	83	47.8	51.0	45.2
Kent Mountain View Academy	480309	7	597	534	539	0	0	0	0	-	0	-	-	-	1	-	-	-
Kent Phoenix Academy	480528	5	432	414	400	0	0	0	0	-	2	-	-	-	3	-	-	-
Kent-Meridian High School	480535	84	475	505	454	4	10	2	3	-	38	47.1	53.1	43.1	57	45.9	49.2	43.3
Kentlake High School	480549	185	522	547	506	3	9	113	171	122	39	51.1	53.2	47.0	137	50.4	54.5	47.6
Kentridge Senior High School	480536	299	545	581	524	43	104	315	464	358	21	49.6	53.1	44.0	247	50.5	54.6	47.5
Kentwood Senior High School	480539	262	510	526	495	19	47	288	485	364	43	50.3	53.8	46.5	123	52.6	55.6	48.9
Kettle Falls High School	480540	26	459	485	437	0	0	0	0	-	62	39.4	43.6	36.3	21	46.5	49.0	42.7
Kingston High School	480554	86	521	514	489	10	28	139	210	110	16	50.4	53.3	44.5	75	50.3	51.2	47.3
Kiona-Benton High School	480085	21	519	531	476	2	6	10	10	2	1	-	-	-	11	43.2	45.5	40.7
Kittitas High School	480550	11	545	521	513	0	0	0	0	-	45	40.6	45.6	38.7	0	-	-	-
Klahowya Secondary School	481196	63	534	537	507	6	13	102	161	79	22	48.8	51.2	46.9	70	48.8	50.7	45.9
Klickitat High School	480560	1	-	-	-	0	0	0	0	-	8	35.0	40.4	34.9	11	42.6	47.5	39.9
La Center High School	480565	51	517	510	490	0	0	33	49	30	50	44.3	46.4	42.4	29	49.7	51.0	45.7
La Conner High School	480575	26	469	463	453	0	0	1	1	-	13	44.5	47.8	40.5	26	51.7	55.8	48.5
La Crosse High School	480580	8	470	501	470	0	0	12	17	3	4	-	-	-	2	-	-	-
Lake Quinault High School	480022	7	454	459	489	0	0	0	0	-	4	-	-	-	11	39.9	42.1	36.9
Lake Roosevelt High School	480255	14	466	473	438	1	3	0	0	-	0	-	-	-	19	40.6	44.3	38.3
Lake Stevens High School	480585	200	525	523	507	17	41	252	344	206	39	52.1	55.0	48.4	146	51.4	52.9	49.0
Lake Washington High School	480545	254	545	554	528	39	95	207	395	279	34	52.9	56.1	52.0	134	53.7	55.2	51.8
Lakes High School	480588	146	480	476	445	10	23	156	297	109	329	38.7	40.6	36.0	79	48.5	52.2	46.7
Lakeside High School	480798	61	472	485	450	2	5	33	38	12	11	48.5	57.0	49.7	91	47.8	50.0	43.7
Lakewood High School	480586	50	541	554	510	0	0	0	0	-	10	44.9	50.6	46.5	38	50.4	52.9	48.1
Legacy High School	481491	0	-	-	-	0	0	0	0	-	0	-	-	-	2	-	-	-
Lewis and Clark High School	481265	273	552	541	535	34	88	344	729	504	101	52.6	53.6	48.6	365	50.0	49.5	47.8
Lewis and Clark High School	481478	7	440	437	426	0	0	0	0	-	0	-	-	-	0	-	-	-
Liberty Bell High School	481445	26	496	534	480	1	2	16	20	18	23	48.6	50.0	45.9	26	49.4	52.1	47.2
Liberty High School	480502	177	552	555	532	14	34	159	264	218	11	55.4	61.4	54.5	164	52.5	54.3	48.8
Liberty High School	481230	8	439	501	459	0	0	6	8	3	16	45.4	51.8	42.4	14	47.1	50.6	42.1
Lincoln High School	481385	90	420	426	411	2	6	27	30	5	10	41.9	44.1	36.6	70	36.5	40.0	35.2
Lind High School	480620	4	-	-	-	0	0	0	0	-	4	-	-	-	16	36.8	44.2	35.0
Lopez High School	480630	8	520	483	481	0	0	8	12	11	13	53.0	53.7	50.9	15	50.1	50.7	45.8
Lyle High School	480635	9	468	516	449	0	0	0	0	-	2	-	-	-	8	45.4	51.0	41.1
Lynden High School	480647	70	532	546	510	0	0	24	32	24	32	50.1	54.4	46.4	44	48.2	51.5	45.8
Lynnwood High School	480649	105	504	532	488	9	22	145	187	94	19	48.7	50.9	44.6	89	47.4	51.3	44.8
Mabton High School	480650	39	391	421	386	0	0	39	39	0	0	-	-	-	67	33.4	41.1	34.2
Mansfield High School	480655	2	-	-	-	0	0	5	6	3	0	-	-	-	0	-	-	-
Manson High School	480660	19	381	446	411	0	0	19	19	4	35	34.5	41.3	35.3	40	38.1	43.3	37.3
Mariner High School	480387	162	472	487	462	8	26	159	256	88	15	45.7	46.7	42.7	92	44.8	45.5	42.4
Mark Morris High School	480623	104	515	529	492	6	12	30	44	20	1	-	-	-	68	48.4	51.3	45.5
Mary M. Knight High School	480360	5	484	474	424	0	0	0	0	-	2	-	-	-	4	-	-	-
Mary Walker High School	481310	20	500	471	453	0	0	27	39	8	34	35.7	41.7	34.0	28	46.1	44.6	44.5
Marysville Arts & Technology High School	480684	5	540	456	474	0	0	0	0	-	93	41.1	41.1	38.2	71	44.7	45.5	41.5
Marysville Mountain View High School	480674	0	-	-	-	0	0	0	0	-	28	34.3	34.5	32.2	5	42.0	40.4	38.4
Marysville-Pilchuck High School	480682	169	501	499	485	9	21	112	161	71	542	39.4	40.5	37.5	273	46.3	46.4	43.3
Mead Education Partnership Prg	480686	5	500	488	472	0	0	0	0	-	0	-	-	-	0	-	-	-
Mead Senior High School	480685	251	522	529	494	6	18	235	465	310	73	51.2	54.7	48.8	280	48.2	52.5	45.6
Meadowdale Senior High School	480342	205	533	538	515	19	49	244	365	226	24	47.3	53.1	46.8	127	50.6	52.6	48.1
Medical Lake High School	480690	69	483	486	462	4	10	93	134	41	32	47.0	48.1	44.5	31	46.1	47.5	43.8
Mercer Island High School	480698	308	596	630	586	125	305	319	569	464	26	51.2	58.9	50.2	229	57.5	59.8	54.3
Meridian High School	480080	34	548	522	521	3	7	66	92	56	10	46.5	49.5	42.6	42	49.7	52.4	47.8
Middle College High School	481126	7	510	421	483	0	0	0	0	-	3	-	-	-	42	37.9	37.4	36.4
Monroe High School	480725	137	530	517	511	6	16	39	78	59	23	49.3	51.9	48.7	67	51.7	54.0	49.0
Montesano Junior-Senior High School	480730	33	514	525	501	0	0	18	27	16	9	53.9	51.9	50.3	24	47.1	53.5	47.0
Morton Junior-Senior High School	480735	4	-	-	-	0	0	0	0	-	7	45.3	45.0	43.6	8	48.9	48.3	45.9
Moses Lake Senior High School	480740	93	494	513	460	4	12	137	228	129	47	46.8	52.1	43.7	116	46.4	50.9	43.8
Mossyrock High School	480745	14	482	491	479	0	0	0	0	-	0	-	-	-	32	49.5	49.8	45.8
Mount Baker Senior High School	480305	58	532	511	515	2	6	5	5	3	95	44.8	49.1	41.8	80	45.5	51.6	45.1
Mount Rainier High School	480538	130	533	534	512	18	40	2	2	-	29	46.9	52.0	44.9	208	44.5	47.3	42.4
Mount Si High School	480797	174	550	535	525	18	44	191	266	195	87	50.1	49.7	46.0	151	53.5	54.8	50.3
Mount Spokane High School	480687	121	515	537	511	5	11	201	393	230	138	47.8	51.2	45.4	155	49.5	52.0	47.6
Mount Tahoma High School	481388	131	467	467	444	6	16	147	219	65	27	47.6	49.6	43.3	83	43.9	43.3	41.1
Mount Vernon High School	480750	134	513	514	492	13	29	105	189	119	14	49.5	54.0	46.1	141	47.5	48.7	44.8
Mountain View High School	481477	172	555	566	537	31	81	308	649	560	54	52.7	55.6	49.7	74	57.9	60.6	55.8
Mountlake Terrace High School	480343	160	499	507	481	6	12	219	331	121	6	54.0	52.7	53.0	191	47.3	51.8	45.4
Naches Valley High School	480770	37	499	499	495	0	0	0	0	-	14	52.5	50.0	46.4	33	47.6	47.6	45.1
Napavine Junior-Senior High School	480775	14	470	514	455	2	6	0	0	-	5	42.0	52.6	42.0	9	44.6	49.2	41.9
Naselle-Grays River Valley High School	480780	9	493	542	488	0	0	4	4	-	24	44.3	47.1	44.0	14	47.9	53.7	48.4
Nathan Hale High School	481128	166	558	553	536	28	64	140	223	135	252	46.3	48.2	43.8	217	50.5	51.1	48.7
Neah Bay High School	480785	11	449	483	447	0	0	0	0	-	13	41.7	42.3	37.7	16	39.4	44.4	37.8
