HighSchool	AICode	NumberOfTestTakers	SATCriticalReadingMean	SATMathMean	SATWritingMean	SATIINumberOfTestTakers SATIITotalTestsTaken	APNumberOfTestTakers APTotalTestsTaken APNumberOfHighScores	PSATSophomoreNumberOfTestTakers	PSATSophomoreCriticalReadingMean	PSATSophomoreMathMean	PSATSophomoreWritingSkillsMean	PSATJuniorNumberOfTestTakers PSATJuniorCriticalReadingMean	PSATJuniorMathMean	PSATJuniorWritingSkillsMean
Mountlake Terrace High School	480343	149	502	525	491	10	21	227	319	130	21	50.0	51.6	49.2	179	47.5	48.3	45.1
Naches Valley High School	480770	43	474	474	470	0	0	1	2	0	9	52.2	48.6	46.2	39	50.4	49.5	48.0
Napavine Junior0Senior High School	480775	14	482	506	456	0	0	8	10	1	4	0	0	0	16	45.6	52.0	42.9
Naselle0Grays River Valley High School	480780	10	532	594	498	1	1	1	1	0	13	49.8	51.8	48.1	16	51.5	52.4	48.1
Nathan Hale High School	481128	140	575	562	546	25	64	157	281	164	239	45.2	44.0	43.1	239	50.1	50.4	47.2
Neah Bay High School	480785	11	419	481	415	0	0	5	5	3	8	40.4	42.1	37.9	10	48.2	47.5	46.3
New Horizons Alternative High School	480877	7	389	310	339	0	0	0	0	0	0	0	0	0	0	0	0	0
New Market Skills Center	481442	1	0	0	0	0	0	23	23	15	1	0	0	0	3	0	0	0
New Start at Salmon Creek Program	481147	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Newport High School	480071	365	571	610	569	123	328	899	2149	1609	89	56.3	59.0	53.7	379	54.0	57.0	52.1
Newport High School	480795	29	494	501	475	1	2	0	0	0	12	51.9	51.3	47.8	9	47.8	50.6	43.9
Nooksack Valley High School	480796	41	513	513	502	1	3	46	61	23	17	46.9	49.6	44.6	55	48.6	50.6	46.2
North Beach High School	480715	14	496	497	453	0	0	14	15	2	5	50.4	49.0	44.8	10	44.5	45.7	39.0
North Central High School	481275	131	482	487	462	2	5	287	564	223	99	44.9	42.4	43.1	227	45.2	44.9	42.8
North Kitsap High School	480920	144	543	559	522	10	28	209	288	178	48	49.0	50.8	47.5	79	52.1	52.3	49.6
North Mason High School	480063	49	494	506	480	0	0	43	53	20	56	45.3	45.9	44.6	71	46.4	47.2	43.9
North River High School	480120	2	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0
North Thurston High School	480570	125	524	524	505	7	16	155	234	129	20	50.0	54.9	48.5	86	51.4	54.3	50.1
Northport High School	480800	1	0	0	0	0	0	19	23	2	7	38.7	41.9	36.4	8	33.5	44.1	35.4
Nova High School	481129	30	593	517	534	4	10	1	1	0	33	57.4	46.2	50.9	25	55.9	48.3	52.1
Oak Harbor High School	480810	126	498	510	488	9	20	167	297	119	45	48.0	49.2	45.6	130	49.1	50.0	46.9
Oakesdale High School	480805	6	475	572	477	1	2	3	3	0	6	46.2	48.5	42.3	4	0	0	0
Oakville High School	480815	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Ocosta Junior0Senior High School	481537	13	508	514	478	0	0	16	16	2	17	46.1	51.4	42.9	10	45.4	50.0	40.8
Odessa High School	480820	12	492	511	488	0	0	0	0	0	12	43.5	44.5	44.1	1	0	0	0
Odyssey Essential School at Tyee Educational Complex	481036	13	362	388	347	0	0	0	0	0	11	33.4	34.4	29.0	29	34.9	36.9	34.7
Okanogan High School	480825	27	456	467	462	0	0	17	18	2	0	0	0	0	44	43.9	44.5	43.1
Olympia High School	480835	237	585	585	562	73	186	391	651	502	81	57.6	57.9	53.9	201	53.2	54.8	51.0
Olympia Regional Learning Academy	480838	5	540	490	526	2	4	1	1	0	3	0	0	0	5	49.6	46.4	48.6
Olympic High School	481197	121	499	511	472	3	8	154	244	140	57	46.6	50.0	44.3	81	48.1	51.2	46.7
Omak Senior High School	480840	35	493	507	490	1	6	24	26	14	2	0	0	0	50	45.6	43.1	42.7
Onalaska High School	480845	8	490	493	480	0	0	14	20	8	0	0	0	0	18	46.9	51.2	45.1
Orcas Island High School	480320	19	573	560	571	3	11	29	32	20	0	0	0	0	39	52.3	48.0	50.5
Oroville High School	480850	15	469	462	461	1	3	0	0	0	53	39.9	39.2	37.5	0	0	0	0
Orting High School	480855	31	523	500	505	0	0	29	36	5	21	46.7	50.6	44.8	120	43.0	44.0	40.0
Othello High School	480860	50	436	469	435	1	3	70	86	23	29	44.3	47.1	41.8	89	43.0	46.0	40.2
Pasco High School	480875	156	460	466	448	3	7	340	503	97	59	36.3	40.2	36.2	41	40.7	43.3	41.3
Pateros High School	480880	15	495	447	455	4	12	23	23	5	5	43.4	47.6	40.4	13	45.2	51.4	48.1
Pe Ell High School	480885	6	502	507	488	0	0	0	0	0	0	0	0	0	21	40.7	40.8	38.4
Peninsula High School	480420	140	517	514	495	5	15	244	369	229	97	47.7	46.4	45.0	140	49.1	46.6	46.9
Phoenix High School	480519	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Pomeroy High School	480895	13	502	504	485	0	0	0	0	0	0	0	0	0	7	45.1	44.7	40.7
Port Angeles High School	480900	81	556	552	540	9	23	65	96	64	115	48.6	49.4	45.0	128	48.5	48.9	45.9
Port Townsend High School	480915	43	571	562	551	10	24	37	46	24	3	0	0	0	31	56.8	53.1	52.7
Prairie High School	481476	109	518	540	493	3	5	68	97	84	32	48.3	48.5	45.5	84	51.0	52.5	48.4
Prescott High School	480925	2	0	0	0	0	0	0	0	0	6	40.2	41.0	35.2	12	37.3	38.3	35.9
Prosser Senior High School	480930	65	467	490	457	0	0	81	106	62	59	45.7	47.4	43.6	68	48.4	50.4	45.1
Pullman High School	480935	95	575	604	558	26	68	88	144	104	64	54.3	55.9	50.9	92	55.5	57.9	53.5
Puyallup Senior High School	480940	181	519	524	496	10	26	130	206	129	23	45.2	46.3	46.5	75	51.1	49.7	48.5
Quilcene High School	480945	7	540	467	497	0	0	0	0	0	1	0	0	0	6	55.0	49.7	48.8
Quincy High School	480955	14	459	464	436	1	3	2	2	0	0	0	0	0	56	44.6	46.8	42.6
Rainier Beach High School	481137	52	391	408	385	4	7	34	78	11	78	31.0	32.6	31.4	80	33.4	35.7	33.2
Rainier High School	480960	28	507	494	478	2	5	24	52	28	5	47.8	45.2	43.6	29	49.4	47.3	46.7
Raymond High School	480970	17	486	475	509	1	3	5	5	1	33	38.9	38.1	37.2	1	0	0	0
Reardan High School	480975	23	516	510	495	1	3	0	0	0	2	0	0	0	17	45.4	47.1	44.4
Redmond High School	480978	282	568	587	563	49	147	358	579	515	331	51.9	52.7	49.7	330	54.0	54.5	51.2
Renton High School	480990	107	450	448	433	4	9	81	122	32	20	44.6	48.3	40.4	163	41.5	42.1	38.4
Republic High School	480995	11	469	514	449	0	0	9	9	3	27	40.6	38.7	42.2	23	44.7	43.2	43.0
Richland High School	481000	166	523	542	497	13	32	192	289	211	45	50.6	54.9	49.0	88	55.3	58.0	52.5
Ridgefield High School	481005	67	520	529	498	4	8	46	62	23	23	48.3	50.2	46.3	26	48.5	49.8	45.0
Ritzville High School	481010	9	484	468	434	0	0	0	0	0	0	0	0	0	17	46.8	46.7	42.5
River Homelink	480097	11	584	555	546	0	0	0	0	0	2	0	0	0	7	54.4	52.0	52.6
River Ridge High School	480574	97	501	510	480	2	5	136	201	74	36	42.8	43.7	41.3	64	47.8	48.4	44.7
River View High School	480530	19	413	429	393	0	0	3	3	0	64	35.5	38.2	33.5	65	37.6	42.2	34.5
Riverside High School	480705	41	500	547	475	2	5	36	56	17	0	0	0	0	58	48.8	50.1	45.3
Robert A. Long High School	480625	52	473	504	465	1	2	13	14	4	7	46.7	47.9	45.9	32	51.0	50.5	48.1
Robinswood Middle High School	480074	2	0	0	0	0	0	0	0	0	0	0	0	0	23	36.3	40.6	34.6
Rochester High School	481020	25	524	506	490	1	2	4	5	0	3	0	0	0	20	48.7	46.0	48.0
Roosevelt High School	481140	235	584	583	575	97	244	603	916	622	318	49.7	48.6	47.7	348	53.1	53.5	51.7
Rosalia High School	481030	8	511	534	495	0	0	0	0	0	0	0	0	0	18	42.3	45.7	39.7
Royal High School	481033	32	476	493	459	0	0	28	35	3	0	0	0	0	26	43.7	47.5	41.2
Saint John/Endicott High School	481035	17	486	502	469	0	0	10	10	3	2	0	0	0	3	0	0	0
Sammamish High School	480072	148	549	555	530	28	76	447	1011	370	30	46.7	50.1	45.6	215	43.2	45.7	42.9
Sartori Education Center	480989	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sea Tac Occupational Skills Center	480131	1	0	0	0	0	0	5	5	3	0	0	0	0	0	0	0	0
Sedro Woolley High School	481175	86	488	508	462	8	21	94	143	50	67	46.9	49.7	45.1	60	49.0	50.7	46.9
Sehome High School	480083	132	573	575	555	19	54	224	379	264	50	55.5	53.9	50.8	120	55.1	56.1	51.3
Selah High School	481180	83	500	520	476	3	9	55	70	35	0	0	0	0	49	46.0	49.0	43.9
Selkirk Junior0Senior High School	480495	9	476	484	460	0	0	24	24	5	24	41.3	42.6	41.5	16	43.3	43.9	41.6
Sequim High School	481185	77	539	537	514	12	30	94	124	70	6	55.3	57.2	53.3	48	52.5	52.9	50.2
Shadle Park High School	481282	100	521	532	496	2	6	103	213	130	1	0	0	0	198	47.0	46.6	42.6
Shelton High School	481190	56	525	516	528	4	8	2	4	0	0	0	0	0	132	44.0	44.7	41.9
Shorecrest High School	481163	199	545	547	528	37	95	276	432	302	6	57.8	52.8	51.2	176	53.0	50.8	49.7
Shorewood High School	481166	245	554	563	539	46	106	285	522	355	50	53.4	54.6	49.8	196	54.0	54.4	51.5
Sky Valley Educationa Center	480726	9	608	538	532	1	3	0	0	0	4	0	0	0	24	55.8	49.5	53.3
Skykomish High School	481205	4	0	0	0	0	0	0	0	0	2	0	0	0	6	42.7	39.0	41.5
Skyline High School	480501	353	570	587	565	81	199	20	22	13	364	50.4	50.9	47.4	352	54.1	56.2	50.9
Skyview High School	481489	165	527	535	509	10	22	230	460	289	47	50.2	50.5	49.0	149	51.2	52.3	48.7
Snohomish Senior High School	481210	123	550	538	525	5	10	85	137	92	27	52.7	50.8	49.5	121	50.1	49.4	46.7
Soap Lake High School	481212	7	423	411	436	0	0	0	0	0	22	37.7	39.0	34.1	17	40.6	44.6	39.9
South Bend High School	481220	17	476	481	472	0	0	0	0	0	22	42.8	45.0	41.5	19	47.0	49.5	44.9
South Kitsap High School	480910	229	533	529	511	13	34	177	292	177	76	47.4	49.5	45.4	156	49.0	50.1	46.9
South Lake High School	481134	0	0	0	0	0	0	0	0	0	25	35.2	34.0	32.1	6	30.5	30.8	32.3
South Sound High School	480567	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
South Whidbey High School	480595	74	523	526	499	6	13	67	73	46	18	54.3	52.1	51.0	32	49.0	47.3	45.4
Southridge High School	480531	118	526	552	511	4	10	207	315	151	36	46.7	50.6	44.2	63	48.4	51.9	46.7
Spanaway Lake High School	481227	84	465	470	449	2	4	174	232	64	47	47.5	48.3	45.4	40	49.0	49.5	46.9
Spokane Valley High School	481296	3	0	0	0	0	0	0	0	0	0	0	0	0	31	39.4	37.3	36.0
Squalicum High School	480091	130	556	548	531	13	37	244	411	230	3	0	0	0	239	46.5	46.9	43.8
Stadium High School	481395	200	538	521	523	24	64	140	265	196	39	51.2	52.2	49.0	151	52.1	52.3	50.2
Stanwood High School	481315	151	538	547	505	15	44	153	281	184	22	52.7	56.6	50.4	64	48.8	51.7	45.9
Steilacoom Senior High School	481325	98	498	503	479	5	12	50	76	44	24	49.1	50.1	48.0	62	48.6	47.9	45.8
Stevenson High School	481330	28	511	501	478	0	0	7	7	4	8	47.4	50.9	43.3	35	46.6	49.4	43.3
Stillaguamish Valley School	480036	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sultan Senior High School	481335	51	513	534	488	3	9	12	12	4	8	50.1	46.8	47.1	46	48.0	47.9	44.7
Summit View High School	480059	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumner High School	481345	127	522	508	497	4	12	0	0	0	29	48.5	49.6	46.2	105	51.4	50.3	48.5
Sunnyside Senior High School	481350	89	439	448	419	2	6	121	210	33	294	34.0	35.5	33.9	19	46.1	44.8	43.3
Tacoma School of The Arts	481399	56	559	484	533	2	5	0	0	0	30	52.4	49.6	48.6	100	53.6	49.8	50.4
Tahoma Senior High School	480665	200	534	549	520	10	20	364	646	434	87	50.8	51.1	47.0	147	52.6	55.0	50.3
Technology Access Foundation Academy at Federal Way	480559	0	0	0	0	0	0	0	0	0	22	42.7	37.0	40.0	0	0	0	0
Technology Engineering and Communications School	481141	22	450	467	425	0	0	42	60	7	0	0	0	0	65	38.0	40.6	35.0
Tekoa High School	481405	7	537	506	480	0	0	14	14	5	0	0	0	0	15	49.9	50.5	49.5
Tenino High School	481410	18	498	492	466	0	0	4	5	0	0	0	0	0	44	50.3	48.5	45.8
Thomas Jefferson High School	480058	245	531	562	528	51	142	124	152	75	102	44.9	49.7	42.8	189	49.9	53.3	47.6
Thorp High School	481415	0	0	0	0	0	0	0	0	0	5	39.8	40.2	41.4	1	0	0	0
Tiger Mountain Community High School	480503	3	0	0	0	0	0	0	0	0	4	0	0	0	8	34.3	35.8	31.9
Timberline High School	480572	141	510	499	493	6	16	267	448	235	69	48.0	48.0	45.2	125	49.1	49.4	48.3
Todd Beamer High School	480401	181	493	513	491	18	52	244	434	128	19	47.5	48.8	45.2	262	40.3	43.9	39.6
Toledo High School	481420	17	492	472	448	2	5	13	13	0	11	42.9	42.6	36.4	20	46.2	46.0	41.8
Tonasket High School	481425	24	473	471	434	0	0	22	24	4	10	44.9	46.2	41.3	13	48.5	51.8	46.8
Toppenish High School	481430	42	422	446	406	1	2	22	22	0	99	34.8	37.4	34.0	66	38.0	38.6	36.5
Touchet High School	481435	11	419	470	413	0	0	4	4	0	0	0	0	0	26	43.5	43.3	40.7
Toutle Lake High School	481438	16	529	497	506	0	0	4	4	0	2	0	0	0	11	50.4	52.4	49.6
Trout Lake High School	481440	7	487	550	496	1	3	9	11	8	7	50.4	50.7	47.1	9	50.3	55.0	49.7
Tumwater High School	481443	90	522	528	503	2	7	148	196	92	4	0	0	0	57	52.8	52.2	49.7
Two Rivers School	480803	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Union High School	480139	150	516	537	499	21	48	424	779	572	30	51.8	56.8	49.9	93	53.0	57.3	51.5
University High School	481297	131	521	534	498	1	3	133	219	141	63	49.1	50.0	45.7	69	49.2	51.1	47.6
Vancouver School for Arts and Academics	481480	32	583	545	568	3	6	37	72	49	19	52.9	50.3	47.6	43	54.1	51.1	51.7
Vashon Island High School	480135	91	570	578	559	13	27	15	21	15	46	52.8	51.6	46.2	89	56.2	53.1	52.0
W. F. West High School	480175	73	517	521	504	2	6	46	53	18	18	50.7	56.1	47.5	44	49.6	50.8	45.8
Wahkiakum High School	480165	18	466	476	468	1	2	2	2	0	1	0	0	0	18	43.9	44.2	43.4
Wahluke High School	480783	22	400	431	397	0	0	31	49	16	2	0	0	0	25	39.3	39.5	37.8
Waitsburg High School	481485	3	0	0	0	0	0	6	8	1	0	0	0	0	14	48.6	49.7	42.9
Walla Walla High School	481503	140	522	517	492	3	6	223	381	239	42	53.4	53.3	50.7	134	49.0	49.8	46.6
Wapato Senior High School	481505	54	419	430	405	0	0	53	70	29	166	31.7	34.1	32.4	33	41.5	42.0	38.0
Warden High School	481510	22	419	447	403	1	4	11	11	10	10	43.2	49.1	43.9	45	36.0	38.7	34.6
Washington High School	481402	63	477	497	456	2	6	122	187	54	47	42.0	44.0	39.4	74	43.5	44.5	41.1
Washington State School for the Blind	481482	2	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0
Washougal High School	481515	60	510	508	483	0	0	72	106	54	169	43.5	44.3	40.1	47	50.1	52.3	49.9
Washtucna High School	481520	3	0	0	0	0	0	3	3	0	5	43.4	42.4	40.4	0	0	0	0
Waterville Junior0Senior High School	481525	12	554	519	524	1	2	7	7	3	25	38.5	41.3	38.6	16	37.8	38.4	38.9
Weatherwax (Aberdeen) High School	480000	54	527	540	494	4	8	16	18	5	6	49.5	49.8	50.3	30	46.4	47.9	44.0
Wellpinit School	481530	7	404	460	413	0	0	13	20	0	5	41.6	45.0	38.2	7	36.9	42.3	38.6
Wenatchee High School	481535	178	521	530	502	14	33	171	270	175	10	57.2	56.3	51.7	80	50.1	51.8	48.0
West Seattle High School	481165	158	478	488	458	7	15	133	234	75	212	40.1	39.0	37.7	194	43.2	42.9	40.4
West Valley High School	480710	89	482	510	462	2	4	84	99	46	12	50.8	52.8	48.9	120	45.4	48.0	43.6
West Valley High School	481625	130	516	504	491	5	14	42	50	25	0	0	0	0	69	50.0	50.5	47.2
Whidbey Island Academy Shared School	480596	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
White Pass Jr/Sr High School	480965	9	489	496	464	1	3	23	30	11	10	47.6	47.5	41.1	25	46.5	44.6	40.6
White River High School	480125	90	515	517	483	2	5	194	287	122	53	42.7	42.5	39.4	241	42.7	43.9	40.1
White Swan High School	481550	9	398	439	411	0	0	0	0	0	16	39.3	39.6	35.4	24	33.9	38.8	35.0
Wilbur High School	481555	11	461	459	452	0	0	0	0	0	7	45.7	44.0	44.7	0	0	0	0
Willapa Valley High School	480695	13	444	436	454	0	0	0	0	0	0	0	0	0	21	42.9	41.6	41.0
Wilson Creek High School	481560	5	458	424	388	0	0	1	2	0	5	37.6	38.6	39.2	8	51.9	46.0	48.3
Winlock High School	481575	8	450	483	466	1	3	0	0	0	0	0	0	0	16	49.3	49.3	47.4
Wishkah Valley High School	480010	7	503	453	499	0	0	0	0	0	4	0	0	0	4	0	0	0
Wishram High School	481590	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Woodinville High School	481598	279	560	575	540	30	81	349	604	441	89	52.1	52.5	49.8	192	53.7	54.4	51.5
Woodland High School	481600	45	522	534	494	1	2	39	60	21	40	45.0	46.5	40.9	54	46.7	48.7	44.7
Woodrow Wilson High School	481403	84	487	497	475	6	15	75	130	69	25	49.1	49.2	47.4	28	46.8	49.8	44.8
Yakima Online	481618	5	476	464	484	0	0	0	0	0	1	0	0	0	2	0	0	0
Yelm High School	481630	122	497	500	471	3	11	150	200	88	40	46.6	46.4	42.8	66	45.9	45.5	43.5
Zillah High School	481635	10	529	542	500	0	0	0	0	0	101	38.3	40.4	36.8	7	55.1	54.1	51.0 
