ZipCode,City,State,MedianIncome,MedianIncomeRank,CostOfLivingIndex,CostOfLivingRank,MedianMortgageToIncomeRatio,MedianMortgageToIncomeRank,OwnerOccupiedHomesPercent,OwnerOccupiedHomesRank,MedianRoomsInHome,MedianRoomsInHomeRank,CollegeDegreePercent,CollegeDegreeRank,ProfessionalPercent,ProfessionalRank,Population,PopulationRank,AverageHouseholdSize,AverageHouseholdSizeRank,MedianAge,MedianAgeRank,MaleToFemaleRatio,MaleToFemaleRank,MarriedPercent,MarriedRank,DivorcedPercent,DivorcedRank,WhitePercent,WhiteRank,BlackPercent,BlackRank,AsianPercent,AsianRank,HispanicEthnicityPercent,HispanicEthnicityRank
98922,Cle Elum,WA,41162,57,164.4,79,23.9,82,77.1,50,4.9,14,14.2,43,23.1,26,4687,36,2.3,11,43.4,93,100.6,84,63.7,65,14.6,96,95.1,68,0,4,0.5,50,1,32
98133,Seattle,WA,41743,58,217.5,89,25.9,93,51.4,8,4.6,7,34,84,36.7,77,43121,95,2.2,8,38.1,61,89.5,35,44.9,6,12.3,85,70.1,24,4.2,64,14.3,97,5.2,71
98133,Seattle,WA,41743,58,217.5,89,25.9,93,51.4,8,4.6,7,34,84,36.7,77,43121,95,2.2,8,38.1,61,89.5,35,44.9,6,12.3,85,70.1,24,4.2,64,14.3,97,5.2,71
98563,Montesano,WA,41743,58,131.7,68,22.4,67,78.2,54,5.9,74,18,58,28.8,54,7323,48,2.5,38,39.7,76,92,49,60,42,11.4,77,94.1,64,0,3,0.3,38,0.8,26
98802,East Wenatchee,WA,41553,58,148.7,74,23.2,77,72.4,35,5.8,68,18.1,58,28.8,54,23173,78,2.7,71,36.5,43,89.6,35,63.3,62,11,73,83.2,39,0.2,23,0.8,61,13.8,85
98032,Kent,WA,42042,59,165.8,80,23.4,79,42.2,5,4.2,4,22.2,68,28.6,53,28756,85,2.3,15,32.8,15,100.8,85,47.5,9,16.8,98,66,21,8.7,75,7.6,94,11.3,83
98102,Seattle,WA,41850,59,344.5,96,21.7,59,25.6,1,3.1,0,64.6,98,58,97,19407,73,1.5,0,32.7,15,125.4,97,24.4,0,10.7,68,83,38,3,60,5.9,92,3.6,64
98277,Oak Harbor,WA,41891,59,164.6,79,25.4,91,56.2,12,5.4,41,22.8,69,28.4,52,36691,91,2.7,73,30.4,8,98.3,78,65.5,77,8.3,34,77.2,31,4.1,64,6.6,93,5.8,73
98579,Rochester,WA,41961,59,135.5,69,23.4,79,81.4,67,5.5,53,12.6,35,23.2,27,9903,56,2.8,79,34.1,21,96.6,71,62.6,58,11.2,75,86.3,44,0.6,37,0.9,64,7.2,76
98936,Moxee,WA,41984,59,111,58,23.1,76,73.3,37,5.4,44,10,21,22.7,24,3397,27,2.9,84,34.5,24,98.1,77,65.3,75,9.9,58,74.4,28,0.8,41,0.4,47,21.7,90
98936,Moxee,WA,41984,59,111,58,23.1,76,73.3,37,5.4,44,10,21,22.7,24,3397,27,2.9,84,34.5,24,98.1,77,65.3,75,9.9,58,74.4,28,0.8,41,0.4,47,21.7,90
98107,Seattle,WA,42195,60,276.6,94,24.4,86,35.3,3,4.1,3,47.1,93,45.3,89,18314,72,1.9,1,36.1,39,89.6,35,35.7,2,13.4,92,85.7,43,1.8,53,3.1,85,4.2,67
98125,Seattle,WA,42400,60,242.1,91,25.2,90,50.2,8,4.6,7,43.8,91,43.6,87,34926,90,2.1,4,37.2,51,90,37,46.3,8,11.1,73,68.9,23,4.5,65,14.4,97,6.1,74
98247,Everson,WA,42191,60,152.4,75,24.7,88,73,37,5.6,57,16.3,52,21.5,19,7812,50,2.9,85,32.3,13,102.4,88,65,74,8.3,34,82.9,38,0.2,23,1.3,71,9.7,81
98576,Rainier,WA,42420,60,130.7,67,27,96,84.8,80,5.7,66,12.3,33,24.7,34,3298,26,2.7,65,36.7,45,102.1,87,59,37,12.1,84,90.4,52,0.6,37,0.8,61,3.5,63
98055,Renton,WA,42758,61,185.3,84,23.6,80,48,7,4.4,5,24,71,32.3,67,26819,83,2.3,15,34.8,27,96.8,72,48.6,10,15.1,97,62.2,19,10.5,77,14.1,97,6.5,75
98245,Eastsound,WA,42633,61,298.6,95,28,97,67.6,24,4.7,9,37.3,87,29.3,56,3318,26,2.2,5,44.8,95,91.8,48,58.9,37,18.6,99,91.7,56,0,2,1.3,71,1.7,46
98003,Federal Way,WA,43027,62,165.1,79,23.5,80,51.5,8,4.9,12,22.8,69,29.9,59,42614,94,2.5,45,32.6,14,91.4,45,51.8,15,12.6,87,64.8,21,8.6,74,10.5,96,8.8,80
98221,Anacortes,WA,42996,62,201.3,87,25.8,92,72.2,34,5.7,62,29.4,79,34,71,18524,72,2.3,14,44.1,94,91.6,46,62.9,60,11.5,79,91.7,56,0.1,18,1.6,74,2.6,57
98325,Chimacum,WA,43140,62,142.6,72,18.1,7,80,61,5.3,38,19.3,61,29.7,58,1383,1,2.4,16,39.3,72,102.3,88,63.3,63,12.5,87,91.3,55,0,2,1,65,1.5,43
98665,Vancouver,WA,43162,62,163.7,79,23.4,79,62.9,18,5.6,55,20.9,65,31.2,63,20751,75,2.5,43,36.1,39,90,37,55.9,25,14.3,95,85.2,42,1.7,52,1.6,75,7.2,77
98528,Belfair,WA,43375,63,143.8,72,21.7,59,79.9,61,5.2,31,14.4,44,23.2,27,7939,50,2.5,39,38.1,60,103.6,90,61.2,49,12.3,86,89.7,51,0.8,41,1.3,71,3.6,64
98226,Bellingham,WA,44100,64,179.4,83,24.4,86,70.3,29,5.5,50,31.5,81,36.1,76,56513,98,2.5,46,36.2,40,93.1,55,58.3,34,9.9,57,85.4,42,0.5,34,3,84,3.9,66
98226,Bellingham,WA,44100,64,179.4,83,24.4,86,70.3,29,5.5,50,31.5,81,36.1,76,56513,98,2.5,46,36.2,40,93.1,55,58.3,34,9.9,57,85.4,42,0.5,34,3,84,3.9,66
98349,Lakebay,WA,44167,64,155.8,77,27.7,97,80.9,65,4.8,11,20.4,64,24.1,31,3630,29,2.5,35,39.4,73,115.6,96,61.8,53,13.7,93,89.5,50,0.2,23,0.5,50,4.1,67
98498,Lakewood,WA,43938,64,163.5,79,23.8,82,60.8,16,5.5,49,25.1,73,36.3,76,28612,85,2.4,28,38.8,68,93.4,56,59.2,38,12.9,89,67.1,22,10.8,77,7.8,94,6,74
98498,Lakewood,WA,43938,64,163.5,79,23.8,82,60.8,16,5.5,49,25.1,73,36.3,76,28612,85,2.4,28,38.8,68,93.4,56,59.2,38,12.9,89,67.1,22,10.8,77,7.8,94,6,74
98118,Seattle,WA,44697,65,206.6,88,26,93,61.8,17,5.1,21,27.3,76,32.7,68,40409,93,2.9,87,35.5,33,89.6,35,48.6,10,10,59,24.5,5,25.6,88,33.3,99,6.9,76
98233,Burlington,WA,44454,65,161.1,78,25.8,92,64.9,20,5.5,49,16,50,27,46,12461,61,2.7,70,34.2,22,93.1,54,62.3,56,10.6,68,78.4,32,0.5,34,1.6,75,16.7,88
98264,Lynden,WA,44531,65,175.1,82,25.1,90,70.2,29,6,77,21.3,66,28.9,55,16789,69,2.8,80,34.9,27,89.8,36,66.2,80,5.2,4,89.3,50,0,2,3.1,85,6.2,74
98366,Port Orchard,WA,44692,65,143.2,72,23.1,76,64,19,5.6,56,17.7,57,29.3,56,31643,88,2.6,60,35.2,30,96.1,69,58.9,37,12.6,88,84.4,41,2,54,3.1,85,3.9,66
98406,Tacoma,WA,44575,65,163,79,23.8,82,64.2,19,5.6,56,30.6,80,39.1,81,23407,79,2.4,27,36.5,44,82.7,9,48.1,10,11.8,81,82.9,38,4.7,66,3.8,88,3.1,61
98506,Olympia,WA,44775,65,155.5,76,22.5,69,60.7,15,5.3,34,36.9,86,42.8,86,17287,70,2.3,14,38.9,69,91,43,53.8,19,12.8,89,87,45,1.3,48,3.5,87,3.3,62
98506,Olympia,WA,44775,65,155.5,76,22.5,69,60.7,15,5.3,34,36.9,86,42.8,86,17287,70,2.3,14,38.9,69,91,43,53.8,19,12.8,89,87,45,1.3,48,3.5,87,3.3,62
99003,Chattaroy,WA,44345,65,154.9,76,25.3,91,90.6,95,6.3,89,15.3,48,30.1,59,4725,37,2.8,77,39.2,72,100.9,85,69.3,92,8,30,96.5,76,0,6,0.4,45,1.1,34
99003,Chattaroy,WA,44345,65,154.9,76,25.3,91,90.6,95,6.3,89,15.3,48,30.1,59,4725,37,2.8,77,39.2,72,100.9,85,69.3,92,8,30,96.5,76,0,6,0.4,45,1.1,34
98248,Ferndale,WA,45050,66,162.2,79,23.7,81,75.3,44,5.6,57,19,60,25.9,41,18521,72,2.8,80,35.1,29,96.5,71,63.1,61,10.6,68,84,40,0.2,23,1.4,72,7.1,76
98250,Friday Harbor,WA,45000,66,314.2,96,28.9,98,73.6,38,4.9,14,36.2,86,30,59,6894,47,2.2,6,46.5,97,90.3,39,59.8,41,15.5,97,94.5,66,0.1,18,0.2,32,2.5,55
98503,Lacey,WA,44902,66,140.7,71,22.5,69,58.1,13,5.4,41,24.9,73,32.3,67,32211,88,2.5,45,35.5,33,84.6,14,57.2,30,11.7,80,77.3,31,4,64,6.8,93,5.7,73
98611,Castle Rock,WA,44897,66,140.6,71,21.2,52,80.7,64,5.7,65,10.1,22,21.7,20,8197,51,2.6,55,39.4,73,94.7,63,63.7,65,10.4,65,93.5,62,0.2,23,0.4,46,2.8,58
98625,Kalama,WA,45083,66,153.7,76,22.3,66,79.4,59,5.8,70,15.3,48,27.1,46,4486,35,2.5,36,39.9,77,99.6,82,64.2,69,15.3,97,94.2,64,0.5,35,0.8,61,2.2,53
98047,Pacific,WA,45505,67,155.5,76,23.8,82,54.2,10,5,15,8.1,12,19.5,11,5164,39,2.7,67,30.4,7,94.2,60,51.1,14,17.5,99,83.1,38,0.6,36,3.7,87,6.9,76
98260,Langley,WA,45469,67,220.6,90,26.4,94,77.6,52,5.5,52,34.2,84,39.5,82,4895,38,2.4,22,45,95,89.3,34,60.6,46,14.9,96,94,64,0.3,28,2.1,79,1.2,38
98392,Suquamish,WA,45357,67,131.2,67,24.5,87,76.6,48,5.2,30,27.1,76,28.6,53,2387,16,2.4,19,37.5,54,91.2,44,51.1,14,17,99,79,33,0.2,23,3.3,86,3.3,62
98601,Amboy,WA,45380,67,185.9,84,28.8,98,83.4,75,5.7,65,9,16,24.7,34,2280,15,2.8,75,33.5,18,113,96,65.2,75,9.5,52,97.2,82,0.2,25,1.3,71,0,4
98674,Woodland,WA,45452,67,163.2,79,24.3,86,75.5,44,5.6,57,11.9,31,20.6,15,9155,54,2.7,68,35.7,34,100.2,83,64.5,70,9.8,56,88.8,49,0,2,0.2,31,6.4,75
98239,Coupeville,WA,46235,68,182.8,84,26,93,77.6,52,5.5,52,33.3,83,38.6,80,5845,42,2.3,12,46.5,97,89.5,35,66.5,82,10.1,61,89.9,51,1.4,49,1.9,78,4.2,67
98257,La Conner,WA,45870,68,202.7,87,24.5,87,73.6,38,5.4,44,30.6,80,35,74,3708,30,2.3,11,48.6,98,93,54,64.3,69,9.6,53,77.7,31,0.5,34,0.4,46,1.9,49
98407,Tacoma,WA,46025,68,162,79,23.7,81,65.9,21,5.5,49,31.5,82,39.1,81,20696,75,2.3,14,39.5,74,86.5,21,54.3,21,13,90,84.9,41,3.9,63,2.8,84,3.1,61
98407,Tacoma,WA,46025,68,162,79,23.7,81,65.9,21,5.5,49,31.5,82,39.1,81,20696,75,2.3,14,39.5,74,86.5,21,54.3,21,13,90,84.9,41,3.9,63,2.8,84,3.1,61
98589,Tenino,WA,46111,68,143.4,72,23.2,77,81.4,67,5.7,65,16.7,53,29.4,56,6475,45,2.6,54,38.2,62,97.5,75,62,54,11.1,74,90.7,53,0.3,28,2.8,83,3.2,61
98664,Vancouver,WA,45909,68,158.7,77,23.8,82,60.5,15,5.4,42,21.2,66,28.7,54,20450,75,2.4,26,36.5,43,88.1,28,56.4,27,13.2,91,85.5,42,2,54,4.1,89,4.7,69
98146,Seattle,WA,46321,69,196.3,86,24,84,63.1,18,5.3,34,20.5,64,29.5,57,25593,81,2.6,59,36.5,43,96.2,70,55.2,23,11.7,80,61,18,5.9,69,14,97,11.7,83
98146,Seattle,WA,46321,69,196.3,86,24,84,63.1,18,5.3,34,20.5,64,29.5,57,25593,81,2.6,59,36.5,43,96.2,70,55.2,23,11.7,80,61,18,5.9,69,14,97,11.7,83
98198,Seattle,WA,46628,69,182,83,23.8,82,57,12,5.1,20,20.6,65,29.4,57,33807,89,2.6,60,35.8,36,93.4,56,51.7,15,13.2,91,67.9,23,8.3,74,8.4,95,8.8,80
98198,Seattle,WA,46628,69,182,83,23.8,82,57,12,5.1,20,20.6,65,29.4,57,33807,89,2.6,60,35.8,36,93.4,56,51.7,15,13.2,91,67.9,23,8.3,74,8.4,95,8.8,80
98240,Custer,WA,46583,69,166.9,80,22.1,64,84.1,78,6,79,15.4,48,26.8,45,2561,19,2.8,75,36.9,48,94,59,65.1,74,7.9,28,95.3,69,0.4,32,0,11,1.4,40
98359,Olalla,WA,46278,69,142.7,72,22,62,85.4,82,6,80,18.7,60,30.4,60,3825,31,2.8,76,37.8,57,102,87,66.1,80,9,44,86.4,44,0.2,23,1.4,72,1.4,41
98371,Puyallup,WA,46268,69,167.5,80,23.6,80,70,29,5.4,43,20.1,63,31.2,63,20185,74,2.5,42,38.1,61,94.1,60,57.5,31,12.2,84,87.5,46,1.4,49,1.9,78,4.1,67
98371,Puyallup,WA,46268,69,167.5,80,23.6,80,70,29,5.4,43,20.1,63,31.2,63,20185,74,2.5,42,38.1,61,94.1,60,57.5,31,12.2,84,87.5,46,1.4,49,1.9,78,4.1,67
98671,Washougal,WA,46695,69,168.9,80,25.2,90,74.1,40,5.7,63,17.4,56,24.5,33,15109,66,2.6,57,36.4,42,97.5,75,60.6,46,11.4,77,93.5,62,0.3,28,0.4,46,2.2,52
98942,Selah,WA,46418,69,152.2,75,23.3,78,74.4,41,5.8,68,21.5,67,32.4,67,15655,67,2.8,80,34.5,24,92.6,52,65.5,76,10.2,63,86.4,44,0.3,27,0,10,9.6,81
98043,Mountlake Terrace,WA,47210,70,183.2,84,24.9,89,59.5,14,5,16,24.3,72,29.9,59,20384,75,2.5,43,33.4,18,97.1,73,50.6,13,14.3,95,75.9,30,2.2,55,11.3,96,5.1,71
98274,Mount Vernon,WA,47136,70,174.9,82,24.2,85,75.9,46,5.5,52,22.1,68,31.9,65,13481,63,2.7,70,37.5,54,87.8,26,60.9,47,10.7,69,85.2,42,0.1,17,0.2,32,10.4,82
98388,Steilacoom,WA,46875,70,202.8,87,22.6,70,60,15,5.9,72,36.2,86,49,92,6183,44,2.3,12,38.5,65,90.6,41,60.4,45,13.4,92,76.7,30,5.7,69,7.1,94,4.3,68
98445,Tacoma,WA,46986,70,145.3,73,24.8,89,74.4,41,5.8,68,12.8,36,25.2,37,22044,77,2.7,71,35.3,31,92.3,50,59.2,38,12.5,87,69.2,24,7.5,73,7.1,94,4.9,70
98502,Olympia,WA,46776,70,194.1,86,22.2,65,57.5,12,5.2,26,45.2,92,45.6,89,26111,82,2.4,27,36.4,42,93.6,57,51.6,15,11.5,78,84,40,1.7,52,4.7,90,4,66
98126,Seattle,WA,47519,71,222,90,24.4,86,61,16,5,16,33.2,83,41.9,85,19435,73,2.2,7,36.8,47,89.1,33,49.9,12,12.3,85,69.3,24,6.8,71,11,96,7,76
98178,Seattle,WA,47461,71,190.2,85,26.5,94,69.3,27,5.5,50,23.1,70,32.4,67,21956,77,2.5,43,37.5,54,92.7,52,52.9,18,12.7,88,38.8,8,26.7,88,23.8,99,3.7,65
98251,Gold Bar,WA,47563,71,149.8,74,25.6,92,84.7,80,5.3,40,11.6,30,21.4,18,4202,33,2.6,52,33.9,20,112.4,96,62.7,59,13.1,91,90.9,54,0,2,1,65,2.4,55
98294,Sultan,WA,47331,71,178.9,83,26.7,95,78.9,57,5.6,58,11.9,31,21.9,21,5647,42,2.7,67,34.3,23,96.7,72,59.3,39,14.3,95,91.1,54,0.1,17,3.7,87,1,33
98328,Eatonville,WA,47728,71,166.2,80,25.9,93,81.4,67,5.7,65,14.5,44,24.4,33,8712,53,2.7,68,37.2,51,99.8,82,63.9,67,10.8,70,89.5,50,0.4,31,1.3,71,3.6,64
98466,Tacoma,WA,47286,71,178.1,82,23.7,81,54.5,10,5.3,33,32.8,83,39,81,24567,80,2.3,15,38,60,84.4,13,54.2,20,13.6,93,78.6,33,6.5,71,5.9,92,3.6,64
98466,Tacoma,WA,47286,71,178.1,82,23.7,81,54.5,10,5.3,33,32.8,83,39,81,24567,80,2.3,15,38,60,84.4,13,54.2,20,13.6,93,78.6,33,6.5,71,5.9,92,3.6,64
98466,Tacoma,WA,47286,71,178.1,82,23.7,81,54.5,10,5.3,33,32.8,83,39,81,24567,80,2.3,15,38,60,84.4,13,54.2,20,13.6,93,78.6,33,6.5,71,5.9,92,3.6,64
98501,Olympia,WA,47230,71,168.1,80,22.9,74,62.2,17,5.5,49,36.5,86,42.5,86,33292,89,2.4,28,37.4,53,89.9,37,55.2,23,13.9,94,86.2,44,0.9,42,3.4,86,4.1,67
98501,Olympia,WA,47230,71,168.1,80,22.9,74,62.2,17,5.5,49,36.5,86,42.5,86,33292,89,2.4,28,37.4,53,89.9,37,55.2,23,13.9,94,86.2,44,0.9,42,3.4,86,4.1,67
98580,Roy,WA,47585,71,152.8,75,27.7,97,83.9,77,5.8,71,12,32,23.3,27,9465,55,2.8,78,36.1,38,99,80,64.8,72,10,60,87.2,45,2.1,55,1.7,76,3.6,64
98662,Vancouver,WA,47623,71,150.9,75,24,83,67,23,5.6,56,18.8,60,30.1,59,23738,79,2.7,72,34.6,25,93.9,59,59.8,41,12.2,85,85.8,43,2.2,55,3.8,88,3.9,66
98662,Vancouver,WA,47623,71,150.9,75,24,83,67,23,5.6,56,18.8,60,30.1,59,23738,79,2.7,72,34.6,25,93.9,59,59.8,41,12.2,85,85.8,43,2.2,55,3.8,88,3.9,66
98372,Puyallup,WA,47927,72,173.8,81,24.4,86,62.8,18,5.3,34,20.7,65,30.4,60,20914,75,2.5,43,36.4,42,87.5,25,58.4,35,12.5,87,85.7,43,0.7,39,3.2,85,5.1,71
98372,Puyallup,WA,47927,72,173.8,81,24.4,86,62.8,18,5.3,34,20.7,65,30.4,60,20914,75,2.5,43,36.4,42,87.5,25,58.4,35,12.5,87,85.7,43,0.7,39,3.2,85,5.1,71
98908,Yakima,WA,48007,72,158.8,78,22,63,74.1,40,6,77,26.9,76,39,81,31682,88,2.5,45,39.1,71,88.7,31,65,73,8.9,43,85.4,42,0.5,34,1.6,75,9,80
98007,Bellevue,WA,48606,73,252.5,92,23.8,82,41.5,5,4.2,4,47.9,93,48.5,91,22814,78,2.2,7,32.7,15,100.6,84,51.8,15,10.7,68,61.1,18,2.7,58,20.3,98,10,81
98037,Lynnwood,WA,48602,73,208.6,88,25.3,91,54.6,10,5,16,24.7,73,34.1,71,43659,95,2.5,46,32.9,16,93,54,54.9,22,13.3,91,75.2,29,2.6,58,12.1,97,5,71
98103,Seattle,WA,49044,73,300.2,95,21.8,60,43.9,5,4.4,5,61.7,97,55.6,96,42011,94,1.9,1,33.7,20,97.8,76,36.5,2,11.3,75,83.2,39,2.2,55,5.6,92,4,66
98354,Milton,WA,48645,73,174.1,81,23.8,82,63.5,18,5.4,42,14.4,44,30.1,59,5730,42,2.4,22,38.1,61,87.6,25,57.2,30,12.9,89,88.2,48,0.8,41,3,84,3,60
98467,University Place,WA,48829,73,206.5,88,22.6,70,55.7,11,5.5,49,33.3,83,41.4,84,15190,67,2.6,57,33,16,86,19,60.5,45,11,72,67.3,22,11.9,79,9.4,95,4.7,69
98675,Yacolt,WA,48594,73,199.6,87,28.6,97,88.3,91,6,80,11.1,27,20.1,13,4914,38,3.6,97,31.1,9,120.6,97,71.7,96,7.3,21,90.6,53,3.3,61,0.4,48,2.3,53
98109,Seattle,WA,49531,74,356.6,97,23.4,79,32.8,3,3.4,1,57.9,97,58,97,16090,68,1.6,0,34.5,25,99.5,81,32.8,1,11.5,78,84.2,40,2.9,59,5.3,91,3.2,61
98119,Seattle,WA,49222,74,383.8,97,22.9,74,40.9,4,3.7,2,61.3,97,57.9,97,19493,73,1.9,1,33.4,18,97.1,73,33.6,1,12,82,85.9,43,1.6,51,4.8,90,3.5,63
98684,Vancouver,WA,49786,74,151.6,75,23.6,80,58.6,14,5.6,55,19.3,61,28.5,53,20781,75,2.7,71,31,9,96.5,71,59.5,40,12.9,89,83.8,40,1.5,50,4.2,89,4.4,68
98166,Seattle,WA,50310,75,255.8,93,24.3,86,68.1,25,5.9,72,32.9,83,40,83,20163,74,2.3,14,42,89,93.4,56,58.5,35,12.4,86,82,37,3,60,4.2,89,6.5,75
98166,Seattle,WA,50310,75,255.8,93,24.3,86,68.1,25,5.9,72,32.9,83,40,83,20163,74,2.3,14,42,89,93.4,56,58.5,35,12.4,86,82,37,3,60,4.2,89,6.5,75
98512,Olympia,WA,50286,75,161.6,78,23.7,81,68.1,25,5.5,50,32.4,82,40.8,84,23988,79,2.4,27,37.8,58,94.9,64,60.4,45,11.9,82,89.2,50,0.8,41,3.2,85,2.2,53
98512,Olympia,WA,50286,75,161.6,78,23.7,81,68.1,25,5.5,50,32.4,82,40.8,84,23988,79,2.4,27,37.8,58,94.9,64,60.4,45,11.9,82,89.2,50,0.8,41,3.2,85,2.2,53
98031,Kent,WA,50958,76,194.2,86,23.5,80,57.4,12,5.4,41,24.8,73,31.7,65,64181,99,2.7,74,31.7,11,93.8,58,57.4,31,11.2,75,67.7,23,6.8,71,12.3,97,6,74
98203,Everett,WA,50899,76,189.7,85,24.7,88,65.4,21,5.4,42,23.4,70,32,66,31615,88,2.5,45,35.7,35,94.9,64,59.6,40,13.2,91,83.2,39,2,54,5.4,91,4.5,69
98203,Everett,WA,50899,76,189.7,85,24.7,88,65.4,21,5.4,42,23.4,70,32,66,31615,88,2.5,45,35.7,35,94.9,64,59.6,40,13.2,91,83.2,39,2,54,5.4,91,4.5,69
98244,Deming,WA,50833,76,151.6,75,22,63,80,61,5.3,38,18.2,58,23.7,29,2459,17,2.7,64,36.6,44,109.6,95,61.8,53,6.2,10,84,40,0.2,23,0.1,25,2.8,58
98252,Granite Falls,WA,50870,76,172.2,81,27.1,96,76.9,49,5.3,37,13.8,41,22.9,25,6587,46,2.8,78,33.1,16,102.6,88,61.4,50,13,90,90.8,53,0.1,17,0.2,32,4.3,67
98346,Kingston,WA,50824,76,178.9,83,26,93,78.2,54,5.6,58,25.7,74,36.1,76,8389,52,2.6,55,38,60,98,77,61.9,53,11.3,76,83.8,40,0,1,2,78,2.6,57
98682,Vancouver,WA,50553,76,152.8,75,25.4,91,72.8,36,5.8,68,16.9,54,26.9,45,42977,95,2.9,87,29.7,6,98.7,79,61.1,49,11.7,80,85.1,42,1.4,49,3.8,88,4.5,68
98683,Vancouver,WA,50709,76,185.3,84,25,90,61.4,16,5.4,42,31.6,82,38.4,80,28203,84,2.4,28,34.4,24,92.3,50,62.3,56,11.2,75,79.4,34,2.1,55,8,94,4.5,69
98036,Lynnwood,WA,51296,77,208,88,23.7,81,62,17,5.5,49,25.1,73,34.1,71,33844,90,2.6,60,34.3,23,94.1,60,56.7,28,11,72,75.3,29,2.1,55,10.5,96,6,74
98036,Lynnwood,WA,51296,77,208,88,23.7,81,62,17,5.5,49,25.1,73,34.1,71,33844,90,2.6,60,34.3,23,94.1,60,56.7,28,11,72,75.3,29,2.1,55,10.5,96,6,74
98270,Marysville,WA,51126,77,184.6,84,24.9,89,68,25,5.7,62,18.6,59,28.8,54,34908,90,2.7,73,33.2,17,90.8,42,62.3,56,10.4,65,86.6,44,1,44,3.7,87,4.4,68
98383,Silverdale,WA,50991,77,177.5,82,24.7,88,58.1,13,5.8,67,30,80,39.7,82,19153,73,2.6,58,32.8,15,96.7,72,62.7,59,10.2,62,78.4,32,2.7,58,10,96,3.5,63
98387,Spanaway,WA,51318,77,145.1,73,24.2,85,77.7,52,5.8,69,13.2,38,24,31,35760,91,2.9,87,31.9,12,98.9,80,62.3,56,12,83,73.9,27,7.2,72,4.5,90,5.5,72
98516,Olympia,WA,51348,77,168.9,80,24.6,87,70,29,5.7,62,29.6,79,36.7,77,14611,66,2.6,57,36.8,47,91.9,48,61,48,12.2,85,76.8,30,4.4,65,7.9,94,5,70
98223,Arlington,WA,51736,78,193.1,86,25.2,90,77.9,53,5.6,58,15.9,50,27,46,33784,89,2.7,73,35.2,30,97.8,76,64.4,70,10.3,64,90.8,53,0.5,34,1.4,72,3.6,64
98329,Gig Harbor,WA,51984,78,149.2,74,22.5,69,85.8,84,5.8,71,17.8,57,30.6,61,9387,54,2.8,78,36.3,41,95.1,65,65.9,79,11.4,78,91.7,56,0.2,23,1.4,72,2.3,54
98370,Poulsbo,WA,51689,78,185.9,84,24.2,85,77.4,52,6,78,29.6,79,39.7,82,25302,81,2.6,59,39.2,72,92,49,64.6,71,9.6,53,88,47,0.2,23,1.5,73,4.2,67
98443,Tacoma,WA,51859,78,165.8,80,23.1,76,85,81,6.3,88,14.3,43,27.7,49,5667,42,2.7,67,39.8,76,91.2,44,62.9,60,9.9,58,87.7,46,3.3,61,1.7,76,1.7,46
98446,Tacoma,WA,51949,78,174.3,82,23.7,81,79.7,60,6,78,12.8,36,25.1,36,9518,55,2.7,69,37.9,58,94.9,64,59.8,41,11.2,75,84.6,41,5.3,68,1.6,75,2.5,56
98311,Bremerton,WA,52477,79,145.3,73,22.7,71,74,39,6.1,81,22.8,69,34.9,73,23604,79,2.8,81,35.4,32,93.5,57,63.5,64,8.8,41,76.2,30,4,64,8.5,95,3.6,64
98311,Bremerton,WA,52477,79,145.3,73,22.7,71,74,39,6.1,81,22.8,69,34.9,73,23604,79,2.8,81,35.4,32,93.5,57,63.5,64,8.8,41,76.2,30,4,64,8.5,95,3.6,64
98338,Graham,WA,52455,79,161.3,78,25.1,90,88,90,5.9,76,12.4,34,23.8,30,20719,75,2.9,86,34.7,26,98.1,77,66.9,84,9.1,46,89.2,50,1.5,50,1.3,71,2.9,59
98373,Puyallup,WA,52251,79,179.6,83,24.2,85,58.4,13,5.5,49,21.4,66,33.4,69,16595,69,2.5,42,33.3,17,94.5,62,60,43,12,83,85.1,42,2.3,56,2.8,84,3.4,62
98513,Olympia,WA,52497,79,146.5,73,23.4,79,79.9,61,5.9,74,25.4,74,35.2,74,24043,80,2.7,72,35.7,35,93.3,56,63.5,64,10.8,70,75,29,4.6,66,7.1,94,4.9,70
98513,Olympia,WA,52497,79,146.5,73,23.4,79,79.9,61,5.9,74,25.4,74,35.2,74,24043,80,2.7,72,35.7,35,93.3,56,63.5,64,10.8,70,75,29,4.6,66,7.1,94,4.9,70
98056,Renton,WA,53608,80,218.6,89,23.3,78,60.5,15,5.1,20,32.8,83,37.3,78,24363,80,2.3,14,35.3,31,96.2,70,54.8,22,11.9,82,70.8,25,4.7,66,12.6,97,6.8,76
98056,Renton,WA,53608,80,218.6,89,23.3,78,60.5,15,5.1,20,32.8,83,37.3,78,24363,80,2.3,14,35.3,31,96.2,70,54.8,22,11.9,82,70.8,25,4.7,66,12.6,97,6.8,76
98367,Port Orchard,WA,52974,80,158.3,77,24,83,87.4,88,6.2,86,20,63,28.8,54,24601,80,2.8,81,37.2,51,99,80,66.3,81,10.8,71,87.7,46,1.3,48,2.6,82,3,60
98629,La Center,WA,53060,80,205.1,87,25.3,91,88,90,6.1,83,17.3,55,27.6,49,7099,47,2.9,85,35.6,34,102.6,88,68.4,89,10.9,72,92.5,58,0,3,0.4,45,3.9,65
98022,Enumclaw,WA,54118,81,198.3,87,24.9,89,75.2,43,5.8,68,18.6,59,30.2,60,21830,77,2.7,71,37,49,93.1,55,60.8,47,10,59,91.1,54,0.6,37,0.8,61,4,66
