ZipCode,City,State,MedianIncome,MedianIncomeRank,CostOfLivingIndex,CostOfLivingRank,MedianMortgageToIncomeRatio,MedianMortgageToIncomeRank,OwnerOccupiedHomesPercent,OwnerOccupiedHomesRank,MedianRoomsInHome,MedianRoomsInHomeRank,CollegeDegreePercent,CollegeDegreeRank,ProfessionalPercent,ProfessionalRank,Population,PopulationRank,AverageHouseholdSize,AverageHouseholdSizeRank,MedianAge,MedianAgeRank,MaleToFemaleRatio,MaleToFemaleRank,MarriedPercent,MarriedRank,DivorcedPercent,DivorcedRank,WhitePercent,WhiteRank,BlackPercent,BlackRank,AsianPercent,AsianRank,HispanicEthnicityPercent,HispanicEthnicityRank
99016,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99017,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99019,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99021,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99022,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99025,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99026,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99027,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99029,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99030,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99031,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99032,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99033,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99037,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99040,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99101,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99103,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99105,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99109,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99111,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99113,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99114,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99115,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99116,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99117,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99118,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99119,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99122,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99125,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99130,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99131,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99133,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99134,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99137,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99138,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99139,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99140,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99141,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99143,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99148,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99153,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99155,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99156,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99157,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99158,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99159,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99160,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99161,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99163,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99166,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99169,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99170,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99171,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99173,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99174,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99181,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99185,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99201,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99202,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99203,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99204,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99205,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99206,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99206,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99207,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99208,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99212,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99216,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99216,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99217,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99218,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99223,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99224,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99260,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99301,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99320,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99322,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99323,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99324,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99326,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99328,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99329,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99335,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99336,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99337,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99338,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99341,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99343,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99344,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99345,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99347,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99348,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99349,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99350,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99352,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99353,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99356,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99357,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99359,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99360,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99361,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99362,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99371,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99402,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
99403,Deer Park,WA,39663,52,122.9,63,24.6,87,81.2,66,5.5,53,12.9,36,24.2,32,9028,53,2.8,78,37.5,54,94.8,63,66.6,82,8.7,40,95.6,71,0,5,0,1,1.3,38
98376,Quilcene,WA,39896,53,158.9,78,23.5,79,80.2,62,4.8,11,18.6,59,28.3,52,1812,8,2.4,17,44.7,95,105.9,92,55.6,24,15.9,98,88.7,49,0.4,31,0.6,55,1.1,35
98537,Cosmopolis,WA,39750,53,108.7,56,20.4,40,78.3,55,5.9,74,15.9,50,27.7,49,1797,8,2.5,31,39.9,77,95.1,65,61.6,51,10.5,66,90.8,53,0,2,0.3,38,4.9,70
98105,Seattle,WA,40246,54,381.4,97,22.1,64,37,3,4.1,3,68.9,99,51.2,93,39168,93,2.6,61,24.9,1,109.9,95,29.3,0,6.2,9,75.6,29,1.8,52,13,97,3.5,63
98273,Mount Vernon,WA,40304,54,159.7,78,24.5,87,59.7,15,5.2,26,20.5,64,26.8,45,25426,81,2.7,72,32,12,96.7,72,58.8,36,10.1,61,69.8,24,0.3,27,2.6,82,23.7,91
98273,Mount Vernon,WA,40304,54,159.7,78,24.5,87,59.7,15,5.2,26,20.5,64,26.8,45,25426,81,2.7,72,32,12,96.7,72,58.8,36,10.1,61,69.8,24,0.3,27,2.6,82,23.7,91
98312,Bremerton,WA,40133,54,133.8,68,23.5,80,58.3,13,5.2,26,17.5,56,30,59,31833,88,2.5,45,33.5,18,98.3,78,57.5,31,12.6,88,77.6,31,3.9,63,4.9,91,5.3,71
98312,Bremerton,WA,40133,54,133.8,68,23.5,80,58.3,13,5.2,26,17.5,56,30,59,31833,88,2.5,45,33.5,18,98.3,78,57.5,31,12.6,88,77.6,31,3.9,63,4.9,91,5.3,71
98815,Cashmere,WA,40256,54,163.5,79,25.1,90,66.3,22,5.4,42,17.6,56,29.5,57,7754,50,2.8,78,36,38,97.8,76,63.8,66,8.6,38,77.6,31,0.1,17,0.1,24,19.1,89
98188,Seattle,WA,40618,55,165.3,79,23.1,76,47.9,7,4.5,6,19.2,61,25.6,39,22269,77,2.3,14,34.3,23,103.5,90,48.8,11,15.3,97,55.5,15,11,78,12.2,97,11.8,84
98188,Seattle,WA,40618,55,165.3,79,23.1,76,47.9,7,4.5,6,19.2,61,25.6,39,22269,77,2.3,14,34.3,23,103.5,90,48.8,11,15.3,97,55.5,15,11,78,12.2,97,11.8,84
98106,Seattle,WA,40815,56,172.7,81,27,96,51.7,9,4.7,9,21.5,67,27,46,23106,78,2.7,71,31.9,12,94.6,62,47.5,9,12.6,87,44.7,10,10.9,78,25.5,99,10.6,82
98144,Seattle,WA,40693,56,245.1,92,24.2,85,51.4,8,4.7,9,34.2,84,40.6,84,25067,81,2.5,43,36.5,44,95.4,66,41.4,4,11.2,74,32.7,7,20.9,85,30.9,99,8.8,80
98230,Blaine,WA,40827,56,146,73,26.6,95,69.5,28,4.5,6,21.4,66,26.9,45,10704,58,2.4,24,39.9,77,95.1,65,62.3,56,11.7,81,87,45,2.1,55,1.1,68,6.3,74
98284,Sedro Woolley,WA,40851,56,143.9,72,24.2,85,74.1,40,5.3,36,13,37,23.9,30,22575,78,2.7,71,35.8,35,96,69,58,33,12.9,89,90,52,0.2,23,0.5,50,5.5,72
98826,Leavenworth,WA,40975,56,184.9,84,24.6,87,73.7,38,5,17,24.7,72,32.7,68,6546,45,2.4,23,42.7,91,94,60,66.7,83,9.9,58,91,54,0,2,0.1,22,6.1,74
98168,Seattle,WA,41097,57,155.8,77,24.7,88,58,13,4.7,9,13.9,41,23.4,28,30412,87,2.6,60,33.9,20,104.6,91,51.2,14,12.3,85,58.7,17,7.6,73,11.7,96,14,86
98168,Seattle,WA,41097,57,155.8,77,24.7,88,58,13,4.7,9,13.9,41,23.4,28,30412,87,2.6,60,33.9,20,104.6,91,51.2,14,12.3,85,58.7,17,7.6,73,11.7,96,14,86
98168,Seattle,WA,41097,57,155.8,77,24.7,88,58,13,4.7,9,13.9,41,23.4,28,30412,87,2.6,60,33.9,20,104.6,91,51.2,14,12.3,85,58.7,17,7.6,73,11.7,96,14,86
98597,Yelm,WA,41015,57,134.1,69,25.2,90,75.5,44,5.4,44,14.9,46,25.7,39,14475,65,2.7,70,35.1,29,90.5,40,59.4,39,13.9,94,87.6,46,1.8,53,0.7,59,3.7,64
98612,Cathlamet,WA,41053,57,157,77,19.4,23,76.7,48,5.8,69,16.1,51,32,66,2595,19,2.5,33,45.6,96,96.3,70,61.8,53,13.1,91,95.1,68,0.2,24,0.2,33,0.8,26
98922,Cle Elum,WA,41162,57,164.4,79,23.9,82,77.1,50,4.9,14,14.2,43,23.1,26,4687,36,2.3,11,43.4,93,100.6,84,63.7,65,14.6,96,95.1,68,0,4,0.5,50,1,32
