SchoolName,District name,ZipCodeID,SchoolCity,SchoolID,APNumberOfTestTakers,Enrollment,APTotalTestsTaken,ApPercentOfSchoolInHardClasses,ApGoodScoresPercentPerStudent,APNumberOfHighScores,SATCriticalReadingMean,SATMathMean,SATWritingMean,PsatSophomoreNumberOfTestTakers,PSATJuniorNumberOfTestTakers,PSATSophomoreMathMean,PSATSophomoreCriticalReadingMean,PSATSophomoreWritingSkillsMean,PSATJuniorCriticalReadingMean,PSATJuniorMathMean,PSATJuniorWritingSkillsMean,Graduates,Cohort,Continuing,GraduationRate,ContinuingRate,FailRate,MedianIncome,CostOfLivingIndex,WalkScore,Population,CollegeDegreePercent,MaleToFemaleRatio,MarriedPercent,MedianAge,OwnerOccupiedHomesPercent,DivorcedPercent,SinglePercent,MedianMortgageToIncomeRatio,BachelorsOrHigher,GraduateOrHigher,SomeCollegeOrHigher,UnderHighSchool,LivedInSameHomeForOver5Years,TeacherBadPercent,TeacherPeerBadPercent,PrincipalBadPercent,StaffCostPerStudent,TotalCostPerStudent,StudentToTeacherRatio,TeacherCertificationPercentage,RevenuePercentGoingToBasicEd,EslToBasicEdRatio,AvgTeacherCost,PeoplePerSquareMile,HousingPerSquareMile,PercentWaterInZipCode,Latitude,Longitude,ZipCodeID,EarlyStudentCount,ElementaryStudentCount,HighSchoolCount,MiddleSchoolCount,TotalStudentCount,PreschoolPercent,ElementarySchoolPercent,MiddleSchoolPercent,HighSchoolPercent,MedianHousePrice,AverageRentPrice,ChildrenInPovertyPercent,PoorPercent,Burglary,Theft,CarTheft,ProficientInReadingAndMath,ProficientInReading,ProficientInMath,ViolentCrime,PropertyCrime,Assault,Murder,Rape,Robbery
Edmonds Independent Learning,Edmonds School District,98036,LYNNWOOD,1519,3,55,3,0.054545455,0.018181,1,568,543,539,2,3,0,0,0,0,0,0,2,15,0,13.3,0,86.7,51296,208,60,33844,25.1,94.1,56.7,34.3,62,11,32.3,23.7,25.1,6.9,29.7,12,49.9,0.0394736,0.0012391,0,4818.416433,5167.077552,24.67300925,0.908029102,0.564299083,0.097687413,107950.8883,3418.26,1319.066937,0.002024291,47.808816,-122.283942,98036,286,7434,6834,4553,20577,0.013899013,0.361277154,0.221266463,0.332118385,306012,1160,17.4,26,219,1740,159,64,71,56,14,290,39,1,7,36
Meadowdale High School,Edmonds School District,98037,LYNNWOOD,3464,257,1510,394,0.170198675,0.098922,229,536,541,521,25,137,53.65,49.025,46.35,51.075,52.575,48.625,286,334,4,85.6,1.2,13.2,48602,208.6,51,43659,24.7,93,54.9,32.9,54.6,13.3,31.8,25.3,24.7,6.7,30.8,10.7,41,0.0394736,0.0012391,0,4818.416433,5167.077552,24.67300925,0.908029102,0.564299083,0.097687413,107950.8883,3776.74,1541.509434,0.014370245,47.848237,-122.283485,98037,286,7434,6834,4553,20577,0.013899013,0.361277154,0.221266463,0.332118385,502900,1520,4.7,26,1080030.5,3093241.5,368595,0.64,0.71,0.56,1,28,36,0,9,23
Mercer Island High School,Mercer Island School District,98040,Mercer Island,3029,301,1452,529,0.207300275,0.160667,410,591,624,584,24,230,61.675,55.975,54.85,57.1,60.95,55.4,319,333,3,95.8,0.9,3.299995,91904,605.1,74,22036,69.1,88.4,68.7,44.3,80.3,7.8,23.5,23.6,69.1,31.6,16.1,2.2,60.1,0,0,0,5497.556379,5866.324728,22.01310504,0.92441228,0.581150182,0.018541293,111870.7897,3452.05,1380.250784,0,47.569271,-122.232337,98040,33,1557,1451,1012,4304,0.007667286,0.361756506,0.235130112,0.337128253,1085400,2502.5,2.766666667,1.8,1079964,3093065.5,368576,0.88,0.92,0.85,2,65.5,9,0,1,4
Kentlake High School,Kent School District,98042,Kent,4492,141,1738,209,0.081127733,0.059001,152,524,543,508,33,113,54.325,51.3,47.825,50.325,54.1,47.85,321,384,10,83.6,2.6,13.8,66051,207.5,58,38249,27.6,96.9,66.3,35.3,88.4,8.5,25.2,24.8,27.6,7.3,29.2,8.1,57.4,0.0117647,0,0.027027,5058.395282,5474.15343,22.85100325,0.908993417,0.589809055,0.151451753,105070.01,1238.63,425.7003257,0.015394484,47.363382,-122.114513,98042,278,9674,8598,6230,26733,0.010399132,0.361874836,0.2330453,0.321624958,372378,1193.75,1.3,34.9,1080228.25,3093714.75,368779.75,65.25,71.5,58.75,18.75,281,145,1,39,89
Kentwood High School,Kent School District,98042,Covington,4128,303,2065,499,0.146731235,0.101741,346,521,539,504,86,155,51.55,48.325,45.7,50.675,53.875,47.975,447,525,3,85.1,0.6,14.3,66051,207.5,58,38249,27.6,96.9,66.3,35.3,88.4,8.5,25.2,24.8,27.6,7.3,29.2,8.1,57.4,0.0117647,0,0.027027,5058.395282,5474.15343,22.85100325,0.908993417,0.589809055,0.151451753,105070.01,1238.63,425.7003257,0.015394484,47.363382,-122.114513,98042,278,9674,8598,6230,26733,0.010399132,0.361874836,0.2330453,0.321624958,342025,1193.75,3.825,34.9,1080228.25,3093714.75,368779.75,0.6525,0.695,0.6025,18.75,281,145,1,39,89
Tahoma Senior High School,Tahoma School District,98042,Covington,2849,386,1753,650,0.220193953,0.15007,443,533,547,519,87,144,52,49.925,47.975,51.425,53.275,48.25,479,542,6,88.4,1.1,10.5,66051,207.5,58,38249,27.6,96.9,66.3,35.3,88.4,8.5,25.2,24.8,27.6,7.3,29.2,8.1,57.4,0.0689655,0,0,4702.025321,5088.935738,25.20970057,0.920105518,0.573678332,0.016471434,109066.2261,1238.63,425.7003257,0.015394484,47.363382,-122.114513,98042,65,2794,2412,1753,7517,0.008647067,0.371690834,0.233204736,0.320872689,418553,1193.75,3.3,42.3,1080228.25,3093714.75,368779.75,69.5,74,64.5,6,109,275,2,67,157
Mountlake Terrace High School,Edmonds School District,98043,MTLK TERRACE,3303,201,1282,290,0.156786271,0.05893,109,498,511,484,13,179,39.25,38.4,36.875,47.475,49.025,44.725,310,348,0,89.1,0,10.9,47210,183.2,62,20384,24.3,97.1,50.6,33.4,59.5,14.3,35.1,24.9,24.4,5.5,30.9,9.5,48.4,0.0394736,0.0012391,0,4818.416433,5167.077552,24.67300925,0.908029102,0.564299083,0.097687413,107950.8883,5109.28,2061.809045,0,47.790969,-122.305392,98043,286,7434,6834,4553,20577,0.013899013,0.361277154,0.221266463,0.332118385,329952,,12,26,114,378,51,64,71,56,15,170,27,0,5,17
Two Rivers School,Snoqualmie Valley School District,98045,NORTH BEND,1502,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,4,21.4,14.3,64.3,65674,249.5,62,13777,33,101.7,63.7,35.4,78.1,10.1,26.2,24.8,33,9.7,29.1,8.6,48.9,0.0088888,0,0.076923,4402.489879,4720.33514,24.51771712,0.917434241,0.553299905,0.01812145,99026.93589,67.36,26.57140051,0.011072261,47.483057,-121.732542,98045,110,2528,1687,1450,6241,0.017625381,0.405063291,0.232334562,0.270309245,410459,,5.3,13.5,,,,76,83,69,11,149,,,,
Redmond High,Lake Washington School District,98052,Redmond,3528,383,1493,769,0.256530476,0.22217,666,566,584,559,216,294,55.2,53.825,51.575,54.625,56.35,52.625,393,424,0,92.7,0,7.300003,68923,293,94,50138,53.3,95.3,58.2,34.3,58.2,10.3,31.5,22.7,53.4,16.8,22.4,5.3,42,0.0286343,0,0,5261.864272,5586.565941,22.53655961,0.904508612,0.605694563,0.054456454,107260.5367,2673.24,1162.553191,0.000531632,47.677471,-122.121383,98052,238,10458,6770,5584,24950,0.009539078,0.419158317,0.223807615,0.271342685,466090,1715,1.3,13.5,,,,0.78,0.84,0.725,7,227,25,0,20,18
Renton Senior High School,Renton School District,98055,RENTON,2475,71,1299,99,0.054657429,0.020979,38,448,459,436,14,103,49.225,46.275,43.25,43.05,44.5,39.775,213,257,1,82.9,0.4,16.7,42758,185.3,52,26819,24,96.8,48.6,34.8,48,15.1,36.3,23.6,24,5.3,27.2,14.1,42.6,0.0384615,0,0.0888888,4495.054529,4778.339852,24.50961264,0.913737649,0.49417537,0.144730641,100668.3457,2373.1,1088.908451,0.000879507,47.467422,-122.210057,98055,230,5749,4317,3193,14766,0.015576324,0.389340377,0.216240011,0.292360829,305200,1075,8.1,51.9,1080362.5,3094270,368868,0.56,0.67,0.45,23,261,130,0,38,112
Sartori Education Center,Renton School District,98055,RENTON,1527,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,84,31,23.8,36.9,39.3,42758,185.3,52,26819,24,96.8,48.6,34.8,48,15.1,36.3,23.6,24,5.3,27.2,14.1,42.6,0.0384615,0,0.0888888,4495.054529,4778.339852,24.50961264,0.913737649,0.49417537,0.144730641,100668.3457,2373.1,1088.908451,0.000879507,47.467422,-122.210057,98055,230,5749,4317,3193,14766,0.015576324,0.389340377,0.216240011,0.292360829,302009,1075,15.2,51.9,847,2673,594,56,67,45,28,529,130,0,38,112
Lindbergh Senior High School,Renton School District,98058,RENTON,3741,134,1272,172,0.105345912,0.070434,115,501,520,483,24,56,39.35,37.825,35.375,49.75,52.375,46.525,260,309,13,84.1,4.2,11.7,63680,210.4,9,37695,32.7,96.2,62,35.8,75.7,10.4,27.6,22.6,32.8,8.5,27.4,8,54.4,0.0384615,0,0.0888888,4495.054529,4778.339852,24.50961264,0.913737649,0.49417537,0.144730641,100668.3457,1817.71,672.114452,0.062301046,47.448322,-122.14584,98058,230,5749,4317,3193,14766,0.015576324,0.389340377,0.216240011,0.292360829,279006,,8.4,51.9,847,2673,594,56,67,45,40,499,130,0,38,112
Hazen Senior High School,Renton School District,98059,RENTON,3630,145,1465,258,0.098976109,0.064449,168,533,548,511,37,111,53.05,49.45,47.85,50.7,53.15,47.8,258,286,5,90.2,1.7,8.100006,61361,222.6,40,28181,32.6,97.7,62.4,35.8,75.1,9.7,27.9,23.2,32.6,8.4,26.5,9.4,52.8,0.0384615,0,0.0888888,4495.054529,4778.339852,24.50961264,0.913737649,0.49417537,0.144730641,100668.3457,1104,433.3990536,0.00392773,47.493031,-122.141695,98059,230,5749,4317,3193,14766,0.015576324,0.389340377,0.216240011,0.292360829,390695,1370,5.5,9.6,,,,,,,,,,,,
Liberty Sr High School,Issaquah School District,98059,RENTON,3962,160,1224,245,0.130718954,0.101373,190,545,556,533,108,187,53.7,50.775,48.3,50.875,52.75,48.1,277,291,5,95.2,1.7,3.100006,61361,222.6,40,28181,32.6,97.7,62.4,35.8,75.1,9.7,27.9,23.2,32.6,8.4,26.5,9.4,52.8,0,0.4285714,0,4524.783499,4929.122036,24.63778817,0.92022203,0.556125983,0.038202429,102586.9568,1104,433.3990536,0.00392773,47.493031,-122.141695,98059,222,6965,5321,4090,17823,0.012455816,0.390787185,0.229478763,0.298546822,332848,1370,10.5,9.6,,,,71.66666667,78,65.33333333,6,135,,,,
Mount Si High School,Snoqualmie Valley School District,98065,SNOQUALMIE,2850,196,1578,272,0.124207858,0.090872,199,542,541,528,88,206,51.875,50.9,48.775,50.575,50.975,48.05,314,347,10,90.5,2.9,6.599998,60658,224,40,3710,31.1,102.4,61.9,34.9,76.6,11,27.1,24.7,31.1,7.5,27,10.6,54.8,0.0088888,0,0.076923,4402.489879,4720.33514,24.51771712,0.917434241,0.553299905,0.01812145,99026.93589,179.94,69.49152542,0.005617978,47.530639,-121.830531,98065,110,2528,1687,1450,6241,0.017625381,0.405063291,0.232334562,0.270309245,410500,1100,5.3,13.5,2159878,6185867,737142,0.76,0.83,0.69,11,149,,,,
Vashon Island High School,Vashon Island School District,98070,VASHON,2419,16,513,23,0.031189084,0.023052,17,572,565,559,29,82,54.75,51.475,48.425,54.65,54.75,52.425,124,131,1,94.7,0.8,4.5,58261,290.7,14,10123,48.8,89.5,60.4,43.6,79.7,14.4,25.2,24.4,48.8,19.5,24.6,4.7,56.1,0.117647,0,0.5,4866.638822,5273.851874,22.8574057,0.915754002,0.54247566,0.012745177,101867.3194,273.85,131.6472816,0,47.416198,-122.468211,98070,21,466,558,429,1550,0.013548387,0.300645161,0.276774194,0.36,471712,895,,13.7,,,,,,,,,,,,
Woodinville HS,Northshore School District,98072,Woodinville,4208,331,1328,555,0.249246988,0.183679,409,555,568,537,68,201,54.025,52.725,49.975,53.8,54.925,51.175,379,400,9,94.8,2.3,2.899994,82922,360.5,22,35549,47.7,98.2,68.5,37.1,85.5,6.5,25,25.1,47.7,15.1,23.5,4.6,56.9,0.0167364,0,0,5075.367318,5413.180207,24.75902951,0.923359109,0.572334941,0.047205483,116030.3852,874.82,303.0822769,0.006421339,47.758786,-122.102053,98072,232,7310,6394,4428,19810,0.011711257,0.369005553,0.223523473,0.32276628,350142,1345,4.9,14.5,172,642,74,78,82,73,1,40,12,0,10,10
Auburn Mountainview High School,Auburn School District,98092,Auburn,5037,201,1486,296,0.13526245,0.082254,180,517,524,497,43,119,51.925,49.525,47.075,49.1,51.4,47,296,322,1,91.9,0.3,7.799995,62478,217.5,11,24972,24.9,101.9,61.3,34.3,79.7,10.7,28,23.3,25,6.7,27.1,10.6,53,0,0,0,5111.537884,5501.00545,23.18188513,0.903181341,0.584974441,0.121582563,107022.5489,652.89,229.556524,0.002046559,47.297285,-122.16328,98092,360,10408,5171,6276,24277,0.01482885,0.42871854,0.258516291,0.212999959,360600,1291.666667,17.61428571,45.01428571,1080301.5,3094201,368856.5,0.602857143,0.664285714,0.538571429,6.666666667,162.3333333,138,3,15,79
Auburn Riverside High School,Auburn School District,98092,AUBURN,4474,272,1664,397,0.163461538,0.087701,213,501,517,490,52,111,50.35,48.25,46.35,49.2,51.325,46.95,375,413,2,90.8,0.5,8.699997,62478,217.5,11,24972,24.9,101.9,61.3,34.3,79.7,10.7,28,23.3,25,6.7,27.1,10.6,53,0,0,0,5111.537884,5501.00545,23.18188513,0.903181341,0.584974441,0.121582563,107022.5489,652.89,229.556524,0.002046559,47.297285,-122.16328,98092,360,10408,5171,6276,24277,0.01482885,0.42871854,0.258516291,0.212999959,360600,1291.666667,17.61428571,45.01428571,1080301.5,3094201,368856.5,0.602857143,0.664285714,0.538571429,6.666666667,162.3333333,138,3,15,79
Cleveland High School,Seattle Public Schools,98108,SEATTLE,2392,25,823,37,0.030376671,0.003283,4,405,422,390,127,95,27.6,26.025,24.95,36.675,39,36.1,84,129,6,65.1,4.7,30.2,38413,192,45,21376,17.8,102.8,49.8,34.6,55.8,9.7,40.5,26.5,17.8,4.2,19.2,30.8,52.3,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,2890.82,1033.106267,0.041775457,47.546188,-122.315144,98108,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,327100,1090,15.1,40.3,1083221,3105180,370319.5,0.66,0.71,0.6,44,466,1997,19,96,1434
Bainbridge High School,Bainbridge Island School District,98110,Bainbridge Island,2395,355,1306,665,0.271822358,0.21664,530,592,596,579,89,220,58.325,55.975,53.3,55.925,56.725,52.975,308,316,5,97.5,1.6,0.9000015,70110,355.8,12,20308,60,87.3,66.2,43,78.3,10.9,22.9,24.2,60.1,25.5,22.7,2.9,52.1,0.0139534,0,0,5154.019435,5599.797934,22.68059583,0.90827239,0.589359529,0.008296353,106173.6198,735.63,308.4751901,0.002168413,47.65526,-122.535083,98110,60,2630,1576,1722,6398,0.009377931,0.411065958,0.269146608,0.246326977,694500,1750,,6.7,,,,,,,,,,,,
Eagle Harbor High School,Bainbridge Island School District,98110,Bainbridge Island,1935,19,134,28,0.141791045,0.106343,21,608,566,570,4,7,26.875,29.025,26.1,43.175,41.975,40.775,22,28,3,78.6,10.7,10.7,70110,355.8,12,20308,60,87.3,66.2,43,78.3,10.9,22.9,24.2,60.1,25.5,22.7,2.9,52.1,0.0139534,0,0,5154.019435,5599.797934,22.68059583,0.90827239,0.589359529,0.008296353,106173.6198,735.63,308.4751901,0.002168413,47.65526,-122.535083,98110,60,2630,1576,1722,6398,0.009377931,0.411065958,0.269146608,0.246326977,515989,1750,,6,,,,,,,,,,,,
Roosevelt High School,Seattle Public Schools,98115,SEATTLE,2285,562,1666,878,0.337334934,0.225914,588,574,578,564,260,315,52.45,51.6,49.425,52.975,54.125,50.875,354,388,7,91.2,1.8,7,58475,304.6,68,43263,64.1,91.1,50.5,36.9,66.2,9.5,40,22.8,64.2,27.3,17.6,3.4,51.5,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,6573.64,3044.494721,0.003007519,47.68382,-122.30122,98115,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,499230,1167.5,4.8,40.3,6564,24493,3497,66,71,60,8,95,1997,19,96,1434
West Seattle High School,Seattle Public Schools,98116,SEATTLE,2234,133,995,234,0.133668342,0.041699,73,483,484,470,177,191,41.575,40.5,38.15,43.325,43.625,40.925,249,284,5,87.7,1.8,10.5,54563,313.6,65,20815,46.9,90.6,48.3,40.4,56.9,13.8,37.9,22.8,47,16.3,22.5,5.7,52.2,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,6976.68,3675.585284,0,47.57487,-122.393925,98116,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,510150,1147.5,7.366666667,40.3,1083221,3105180,370319.5,0.66,0.71,0.6,23,257.5,1997,19,96,1434
Ballard High School,Seattle Public Schools,98117,SEATTLE,2220,297,1643,463,0.18076689,0.115175,295,541,541,524,274,292,47.875,47.7,44.325,49.6,49.975,46.875,339,365,6,92.9,1.6,5.5,55777,279.8,74,29868,47.6,92.6,50,38.4,71.1,12.3,37.7,24.7,47.7,15.2,21.7,7.5,54.8,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,7534.26,3457.86802,0,47.685919,-122.378389,98117,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,420598,1325,12.7,40.3,6564,24493,3497,66,71,60,24,176,1997,19,96,1434
Rainier Beach High School,Seattle Public Schools,98118,SEATTLE,3327,32,366,52,0.087431694,0.008406,5,405,420,383,50,62,24.35,23,23.075,35.05,37.55,33.8,98,133,2,73.7,1.5,24.8,44697,206.6,58,40409,27.3,89.6,48.6,35.5,61.8,10,41.4,26,27.4,10.1,19.4,24.9,55.1,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,6661.37,2381.372549,0,47.543348,-122.27496,98118,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,328200,858.3333333,23.65,40.3,1083221,3105180,370319.5,0.66,0.71,0.6,60.66666667,547.3333333,1997,19,96,1434
South Lake High School,Seattle Public Schools,98118,SEATTLE,3778,0,143,0,0,0,0,0,0,0,18,7,32.2,31.13333333,30.63333333,32.16666667,34.5,30.86666667,25,60,8,41.7,13.3,45,44697,206.6,58,40409,27.3,89.6,48.6,35.5,61.8,10,41.4,26,27.4,10.1,19.4,24.9,55.1,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,6661.37,2381.372549,0,47.543348,-122.27496,98118,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,328200,858.3333333,23.65,40.3,1083221,3105180,370319.5,0.66,0.71,0.6,60.66666667,547.3333333,1997,19,96,1434
Garfield High School,Seattle Public Schools,98122,SEATTLE,2306,559,1723,971,0.324434127,0.24959,747,581,578,566,381,362,49.95,50.025,47.35,52.675,52.85,50.225,346,381,6,90.8,1.6,7.599998,32085,289.2,83,28985,41.5,116.7,27.5,32.3,32.6,11.1,61.4,25.6,41.6,13.7,21.4,15,34.8,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,12266.85,6207.659574,0,47.61157,-122.30406,98122,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,333200,835,42.8,40.3,1083221,3105180,370319.5,0.66,0.71,0.6,32,287,1997,19,96,1434
Nova High School,Seattle Public Schools,98122,SEATTLE,3868,4,341,5,0.011730205,0.002346,1,603,522,557,23,36,46.7,55.75,50.625,56.15,48.15,52.5,56,66,5,84.8,7.6,7.599998,32085,289.2,83,28985,41.5,116.7,27.5,32.3,32.6,11.1,61.4,25.6,41.6,13.7,21.4,15,34.8,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,12266.85,6207.659574,0,47.61157,-122.30406,98122,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,333200,835,42.8,40.3,1083221,3105180,370319.5,0.66,0.71,0.6,32,287,1997,19,96,1434
Middle College High School,Seattle Public Schools,98125,SEATTLE,1547,0,182,0,0,0,0,367,331,347,3,20,8.7,9.675,7.675,28.15,28.825,26.9,68,131,19,51.9,14.5,33.6,42400,242.1,78,34926,43.8,90,46.3,37.2,50.2,11.1,42.6,25.2,43.9,17.7,21.7,8.9,47.7,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,6513.5,3062.569832,0,47.716648,-122.303086,98125,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,362580,1075,7.2,40.3,6564,24493,3497,66,71,60,24,161,1997,19,96,1434
Nathan Hale High School,Seattle Public Schools,98125,SEATTLE,3479,142,1147,228,0.123801221,0.072217,133,562,557,540,188,211,49.3,49.325,46.225,50.2,50.25,47.5,205,222,3,92.3,1.4,6.299995,42400,242.1,78,34926,43.8,90,46.3,37.2,50.2,11.1,42.6,25.2,43.9,17.7,21.7,8.9,47.7,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,6513.5,3062.569832,0,47.716648,-122.303086,98125,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,421705,1075,,40.3,,,,,,,,,,,,
Chief Sealth High School,Seattle Public Schools,98126,SEATTLE,3096,3,1232,3,0.002435065,0.000811,1,466,479,451,134,125,32.05,30.875,29.175,42.8,43.875,40.575,163,221,8,73.8,3.6,22.6,47519,222,58,19435,33.2,89.1,49.9,36.8,61,12.3,37.8,24.4,33.2,10.5,24.3,15.9,51.6,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,5467.64,2514.739884,0,47.54687,-122.374805,98126,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,339800,1005,8.3,40.3,1083221,3105180,370319.5,0.66,0.71,0.6,25,240,1997,19,96,1434
Ingraham High School,Seattle Public Schools,98133,SEATTLE,3276,6,954,7,0.006289308,0.002695,3,519,524,501,134,144,45.075,44.875,42.825,47.1,47.825,45.1,194,236,11,82.2,4.7,13.10001,41743,217.5,80,43121,34,89.5,44.9,38.1,51.4,12.3,42.8,25.9,34,10.8,26.1,11.3,48.7,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,6101.8,2807.112376,0.009859155,47.733852,-122.344618,98133,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,368033,,17,40.3,6564,24493,3497,66,71,60,28,247,1997,19,96,1434
Shorewood High School,Shoreline School District,98133,Shoreline,3921,257,1478,466,0.173883627,0.120524,323,552,563,533,47,197,54.875,52.725,49.95,52,52.975,49.675,409,454,15,90.1,3.3,6.599998,41743,217.5,80,43121,34,89.5,44.9,38.1,51.4,12.3,42.8,25.9,34,10.8,26.1,11.3,48.7,0.0071258,0.0118343,0,4878.088001,5380.613533,25.24116452,0.915716661,0.527970176,0.063481672,112750.9304,6101.8,2807.112376,0.009859155,47.733852,-122.344618,98133,83,3222,2882,2069,8858,0.009370061,0.363738993,0.23357417,0.325355611,356021,,,23.8,,,,,,,,,,,,
Franklin High School,Seattle Public Schools,98144,SEATTLE,2182,128,1415,155,0.090459364,0.026846,46,444,461,422,227,213,39.65,36.5,35.275,39.25,41.8,37.55,230,272,7,84.6,2.6,12.8,40693,245.1,71,25067,34.2,95.4,41.4,36.5,51.4,11.2,47.4,24.2,34.3,13.2,18.3,22.9,49.9,0.0084582,0.0027901,0.0408163,5252.676051,5542.072299,23.9153279,0.892729375,0.470036792,0.121379232,112144.1911,7378.5,3082.840237,0,47.58577,-122.30081,98144,657,20351,13632,10005,49273,0.013333875,0.413025389,0.203052382,0.276662675,449700,790,22,40.3,1083221,3105180,370319.5,0.66,0.71,0.6,33.5,287,1997,19,96,1434
Arts & Academics Academy,Highline School District,98146,Seattle,5102,12,310,15,0.038709677,0.005161,2,318,295,296,27,46,27.2,24.85,23.3,37.05,37.175,35.25,45,67,3,67.2,4.5,28.3,46321,196.3,49,25593,20.5,96.2,55.2,36.5,63.1,11.7,33.1,24,20.6,6,24.3,20.2,52,0.0070671,0,0.051282,4822.224056,5179.98629,22.67474231,0.900759377,0.513936688,0.192360794,98491.45134,5758.42,2257.207207,0.002247191,47.501753,-122.35688,98146,225,6911,5728,3844,18154,0.012393963,0.380687452,0.211743968,0.31552275,377800,1035,10.6,61.7,1080219.5,3093519,368758.5,0.49,0.58,0.4,52,304,82,0,52,95
Health Sciences & Human Services,Highline School District,98146,Seattle,5101,16,396,22,0.04040404,0.005509,3,440,464,432,49,55,40.5,38.725,36.25,39.05,41.9,37.8,62,73,3,84.9,4.1,11,46321,196.3,49,25593,20.5,96.2,55.2,36.5,63.1,11.7,33.1,24,20.6,6,24.3,20.2,52,0.0070671,0,0.051282,4822.224056,5179.98629,22.67474231,0.900759377,0.513936688,0.192360794,98491.45134,5758.42,2257.207207,0.002247191,47.501753,-122.35688,98146,225,6911,5728,3844,18154,0.012393963,0.380687452,0.211743968,0.31552275,377800,1035,10.6,61.7,1080219.5,3093519,368758.5,0.49,0.58,0.4,52,304,82,0,52,95
New Start,Highline School District,98146,Seattle,1972,0,111,0,0,0,0,0,0,0,7,6,22.56666667,21.73333333,19.83333333,21.63333333,24.6,20.4,25,68,7,36.8,10.3,52.9,46321,196.3,49,25593,20.5,96.2,55.2,36.5,63.1,11.7,33.1,24,20.6,6,24.3,20.2,52,0.0070671,0,0.051282,4822.224056,5179.98629,22.67474231,0.900759377,0.513936688,0.192360794,98491.45134,5758.42,2257.207207,0.002247191,47.501753,-122.35688,98146,225,6911,5728,3844,18154,0.012393963,0.380687452,0.211743968,0.31552275,256856,1035,18.3,61.7,6564,24493,3497,49,58,40,42,358,1997,19,96,1434
Technology Engineering & Communications,Highline School District,98146,Seattle,5103,29,324,45,0.089506173,0.009945,5,319,337,305,36,56,18.7,18.225,16.725,37.05,39.725,34.7,52,63,2,82.5,3.2,14.3,46321,196.3,49,25593,20.5,96.2,55.2,36.5,63.1,11.7,33.1,24,20.6,6,24.3,20.2,52,0.0070671,0,0.051282,4822.224056,5179.98629,22.67474231,0.900759377,0.513936688,0.192360794,98491.45134,5758.42,2257.207207,0.002247191,47.501753,-122.35688,98146,225,6911,5728,3844,18154,0.012393963,0.380687452,0.211743968,0.31552275,377800,1035,10.6,61.7,1080219.5,3093519,368758.5,0.49,0.58,0.4,52,304,82,0,52,95
